,district,name,streetAddress,city,postalCode,address,lat,lon
457,36,Bear Creek Elementary,13780 80 Ave,Surrey,V3W7X6,"13780 80 Ave, Surrey, BC, Canada",49.1480027,-122.8409481
458,36,Peace Arch Elementary,15877 Roper Ave,White Rock,V4B2H5,"15877 Roper Ave, White Rock, BC, Canada",49.0257391,-122.800483
459,36,Henry Bose Elementary,6550 134 St,Surrey,V3W4S3,"6550 134 St, Surrey, BC, Canada",49.1217018,-122.8507952
460,36,Newton Elementary,13359 81 Ave,Surrey,V3W3C5,"13359 81 Ave, Surrey, BC, Canada",49.1513257,-122.85278104622832
461,36,Cedar Hills Elementary,12370 98 Ave,Surrey,V3V2K3,"12370 98 Ave, Surrey, BC, Canada",49.1804933,-122.8797069
462,36,Royal Heights Elementary,11665 97 Ave,Surrey,V3V2B9,"11665 97 Ave, Surrey, BC, Canada",49.1791917,-122.8993953
463,36,Surrey Traditional,13875 113 Ave,Surrey,V3R2J6,"13875 113 Ave, Surrey, BC, Canada",49.208259,-122.8378628456838
464,36,Holly Elementary,10719 150 St,Surrey,V3R4C8,"10719 150 St, Surrey, BC, Canada",49.1970937,-122.8065108
465,36,Georges Vanier Elementary,6985 142 St,Surrey,V3W5N1,"6985 142 St, Surrey, BC, Canada",49.0369273,-122.8298803
466,36,Ellendale Elementary,14525 110A Ave,Surrey,V3R2B4,"14525 110A Ave, Surrey, BC, Canada",49.203607500000004,-122.81981155104167
467,36,Simon Cunningham Elementary,9380 140 St,Surrey,V3V5Z4,"9380 140 St, Surrey, BC, Canada",49.1726517,-122.83312629835736
468,36,Jessie Lee Elementary,2064 154 St,Surrey,V4A4S3,"2064 154 St, Surrey, BC, Canada",49.039711,-122.7954689
469,36,George Greenaway Elementary,17285 61A Ave,Surrey,V3S1W3,"17285 61A Ave, Surrey, BC, Canada",49.11454425,-122.74275210998343
470,36,Earl Marriott Secondary,15751 16 Ave,Surrey,V4A1S1,"15751 16 Ave, Surrey, BC, Canada",49.0311158,-122.7734328
471,36,Frank Hurt Secondary,13940 77 Ave,Surrey,V3W5Z4,"13940 77 Ave, Surrey, BC, Canada",49.14143405,-122.83685548296197
472,36,Betty Huff Elementary,13055 Huntley Ave,Surrey,V3V1V1,"13055 Huntley Ave, Surrey, BC, Canada",49.1724628,-122.8604038
473,36,Strawberry Hill Elementary,7633 124 St,Surrey,V3W8N2,"7633 124 St, Surrey, BC, Canada",49.1416793,-122.88031913289086
474,36,W E Kinvig Elementary,13266 70B Ave,Surrey,V3W8N1,"13266 70B Ave, Surrey, BC, Canada",49.13049805,-122.85479897910706
475,36,Laronde Elementary,1880 Laronde Dr,Surrey,V4A9S4,"1880 Laronde Dr, Surrey, BC, Canada",49.0361004,-122.8586108
476,36,L.A. Matheson Secondary,9484 122 St,Surrey,V3V4M1,"9484 122 St, Surrey, BC, Canada",49.17543995,-122.88325255638628
477,36,South Meridian Elementary,16244 13 Ave,Surrey,V4A8E6,"16244 13 Ave, Surrey, BC, Canada",49.0260245,-122.7726415
478,36,Don Christian Elementary,6256 184 St,Surrey,V3S8E6,"6256 184 St, Surrey, BC, Canada",49.116503800000004,-122.70987584500048
479,36,Bonaccord Elementary,14986 98 Ave,Surrey,V3R1J1,"14986 98 Ave, Surrey, BC, Canada",49.1803489,-122.8068413
480,36,M B Sanford Elementary,7318 143 St,Surrey,V3W7T6,"7318 143 St, Surrey, BC, Canada",49.1357706,-122.82475212507072
481,36,Maple Green Elementary,14898 Spenser Dr,Surrey,V3S7K7,"14898 Spenser Dr, Surrey, BC, Canada",49.1565207,-122.80997886592769
482,36,Kennedy Trail Elementary,8305 122A St,Surrey,V3W9P8,"8305 122A St, Surrey, BC, Canada",49.1328792,-122.8836298
483,36,Berkshire Park Elementary,15372 94 Ave,Surrey,V3R1E3,"15372 94 Ave, Surrey, BC, Canada",49.17303675,-122.79658756040016
484,36,Panorama Park Elementary,12878 62 Ave,Surrey,V3X2E8,"12878 62 Ave, Surrey, BC, Canada",49.115292,-122.8655752
485,36,Martha Jane Norris Elementary,12928 66A Ave,Surrey,V3W8Z7,"12928 66A Ave, Surrey, BC, Canada",49.1237237,-122.8642652
486,36,Cloverdale Catholic School,17511 59 Ave,Surrey,V3S1P3,"17511 59 Ave, Surrey, BC, Canada",49.1099885,-122.73756219747145
487,36,Holy Cross Regional High School,16193 88 Ave,Surrey,V4N1G3,"16193 88 Ave, Surrey, BC, Canada",49.16363535,-122.77470077283783
488,36,St Bernadette,13130 65B Ave,Surrey,V3W9M1,"13130 65B Ave, Surrey, BC, Canada",49.1220463,-122.8584489
489,36,Regent Christian Academy,15100 66A Ave,Surrey,V3S2A6,"15100 66A Ave, Surrey, BC, Canada",49.1216687,-122.8040927
490,36,Our Lady of Good Counsel,10504 139 St,Surrey,V3T4L5,"10504 139 St, Surrey, BC, Canada",49.193315299999995,-122.83490080499524
491,36,White Rock Christian Academy,2265 152 St,Surrey,V4A4P1,"2265 152 St, Surrey, BC, Canada",49.0434653,-122.8018452
492,36,Surrey Christian School,8888 162 St,Surrey,V4N3G1,"8888 162 St, Surrey, BC, Canada",49.164569900000004,-122.77165577273621
493,36,Ecole Salish Secondary,7278 184 St,Surrey,V4N5V2,"7278 184 St, Surrey, BC, Canada",49.13511405,-122.70968839596387
494,36,Iqra School,14590 116A Ave,Surrey,V3R2V1,"14590 116A Ave, Surrey, BC, Canada",49.2136973,-122.816952
495,36,Xw'epiteng Elementary,18035 8 Ave,Surrey,V3S9R9,"18035 8 Ave, Surrey, BC, Canada",49.01725,-122.7228546
496,36,North Ridge Elementary,13460 62 Ave,Surrey,V3X2J2,"13460 62 Ave, Surrey, BC, Canada",49.114334,-122.84898463631558
497,36,Fraser Wood Elementary,10650 164 St,Surrey,V4N1W8,"10650 164 St, Surrey, BC, Canada",49.1961384,-122.7672323
498,36,Serpentine Heights Elementary,16126 93A Ave,Surrey,V4N3A2,"16126 93A Ave, Surrey, BC, Canada",49.1724703,-122.77547474480525
499,36,Woodland Park Elementary,9025 158 St,Surrey,V4N2Y6,"9025 158 St, Surrey, BC, Canada",49.1671453,-122.78596378924343
500,36,Ocean Cliff Elementary,12550 20 Ave,Surrey,V4A1Y6,"12550 20 Ave, Surrey, BC, Canada",49.0381304,-122.8751277
501,36,Cougar Creek Elementary,12236 70A Ave,Surrey,V3W4Z8,"12236 70A Ave, Surrey, BC, Canada",49.1308319,-122.8835673
502,36,Brookside Elementary,8555 142A St,Surrey,V3W0S6,"8555 142A St, Surrey, BC, Canada",49.158294850000004,-122.82888992453036
503,36,Bayridge Elementary,1730 142 St,Surrey,V4A6G7,"1730 142 St, Surrey, BC, Canada",49.033436,-122.8274362
504,36,Pacific Academy,10238 168 St,Surrey,V4N1Z4,"10238 168 St, Surrey, BC, Canada",49.1879136,-122.75353482480512
505,36,Westerman Elementary,7626 122 St,Surrey,V3W1H4,"7626 122 St, Surrey, BC, Canada",49.141615200000004,-122.88312261766777
506,36,Chantrell Creek Elementary,2575 137 St,Surrey,V4P2K5,"2575 137 St, Surrey, BC, Canada",49.0487389,-122.842521
507,36,Coyote Creek Elementary,8131 156 St,Surrey,V3S3R4,"8131 156 St, Surrey, BC, Canada",49.15061925,-122.79151198137625
508,36,Frost Road Elementary,8606 162 St,Surrey,V4N1B5,"8606 162 St, Surrey, BC, Canada",49.15947025,-122.77183860644926
509,36,Khalsa Secondary School (Surrey),10589 124 St,Surrey,V3V0B1,"10589 124 St, Surrey, BC, Canada",49.19458005,-122.8795973269892
510,36,Janice Churchill Elementary,8226 146 St,Surrey,V3S3A5,"8226 146 St, Surrey, BC, Canada",49.152679899999995,-122.81641479999999
511,36,Sunrise Ridge Elementary,18690 60 Ave,Surrey,V3S8L8,"18690 60 Ave, Surrey, BC, Canada",49.11029405,-122.70441801909443
512,36,Elgin Park Secondary,13484 24 Ave,Surrey,V4A2G5,"13484 24 Ave, Surrey, BC, Canada",49.0455527,-122.8485887
513,36,Kirkbride Elementary,12150 92 Ave,Surrey,V3V1G2,"12150 92 Ave, Surrey, BC, Canada",49.1694807,-122.88576633829948
514,36,Walnut Road Elementary,16152 82 Ave,Surrey,V4N0N5,"16152 82 Ave, Surrey, BC, Canada",49.15170595,-122.77397721895113
515,36,Beaver Creek Elementary,6505 123A St,Surrey,V3W5Y5,"6505 123A St, Surrey, BC, Canada",49.1212621,-122.880518
516,36,Cindrich Elementary,13455 90 Ave,Surrey,V3V8A2,"13455 90 Ave, Surrey, BC, Canada",49.1665232,-122.8499556
517,36,Cornerstone Montessori School,14724 84 Ave,Surrey,V3S2M5,"14724 84 Ave, Surrey, BC, Canada",49.15515465,-122.81441850907377
518,36,Bibleway Christian Academy,18657 60 Ave,Surrey,V3S7P4,"18657 60 Ave, Surrey, BC, Canada",49.1118179,-122.70541150835739
519,36,Khalsa School Old Yale Road,10677 124 St,Surrey,V3V0B1,"10677 124 St, Surrey, BC, Canada",49.2030318,-122.8784469
520,36,Hyland Elementary,6677 140 St,Surrey,V3W5J3,"6677 140 St, Surrey, BC, Canada",49.1240366,-122.8353859
521,36,Dogwood Elementary,10752 157 St,Surrey,V4N1K6,"10752 157 St, Surrey, BC, Canada",49.197895,-122.78603247414634
522,36,Fleetwood Park Secondary,7940 156 St,Surrey,V3S3R3,"7940 156 St, Surrey, BC, Canada",49.147527800000006,-122.78862954944518
523,36,Southridge School,2656 160 St,Surrey,V3Z0B7,"2656 160 St, Surrey, BC, Canada",49.05042635,-122.7757750153677
524,36,Semiahmoo Trail Elementary,3040 145A St,Surrey,V4P1P8,"3040 145A St, Surrey, BC, Canada",49.0580005,-122.8186180911017
525,36,Khalsa School Newton,6933 124 St,Surrey,V3W3W6,"6933 124 St, Surrey, BC, Canada",49.1296044,-122.8792758
526,36,William F. Davidson Elementary,15550 99A Ave,Surrey,V3R9H5,"15550 99A Ave, Surrey, BC, Canada",49.1827075,-122.79132475014663
527,36,Creekside Elementary,13838 91 Ave,Surrey,V3V7K4,"13838 91 Ave, Surrey, BC, Canada",49.167539149999996,-122.83947436885461
528,36,Bothwell Elementary School,17070 102 Ave,Surrey,V4N4N6,"17070 102 Ave, Surrey, BC, Canada",49.1873415,-122.7487392
529,36,Fraser Heights Secondary,16060 108 Ave,Surrey,V4N1M1,"16060 108 Ave, Surrey, BC, Canada",49.197786050000005,-122.77712443200784
530,36,Clayton Heights Secondary,7003 188 St,Surrey,V4N3G6,"7003 188 St, Surrey, BC, Canada",49.1292155,-122.7019136
531,36,Boundary Park Elementary,12332 North Boundary Dr,Surrey,V3X1Z6,"12332 North Boundary Dr, Surrey, BC, Canada",49.1172865,-122.8811041
532,36,Surrey Muslim School,119-7475 135 St,Surrey,V3W0M8,"119-7475 135 St, Surrey, BC, Canada",49.2073328,-122.8481799
533,36,Sikh Academy,12895-85 Ave,Surrey,V3W0K8,"12895-85 Ave, Surrey, BC, Canada",49.15747055,-122.8644244395175
534,36,Rosemary Heights Elementary,15516 36 Ave,Surrey,V3Z0J5,"15516 36 Ave, Surrey, BC, Canada",49.066871,-122.7922080361567
535,36,Hazelgrove Elementary,7057 - 191 Street,Surrey,V4N6E5,"7057 - 191 Street, Surrey, BC, Canada",49.127987,-122.6936529
536,36,Adams Road Elementary,18228 68 Ave,Surrey,V3S9H5,"18228 68 Ave, Surrey, BC, Canada",49.1250152,-122.7174585455023
537,36,Woodward Hill Elementary,6082 142 St,Surrey,V3X1C1,"6082 142 St, Surrey, BC, Canada",49.0369273,-122.8298803
538,36,Maddaugh Elementary,19405 76 Ave,Surrey,V4N6C6,"19405 76 Ave, Surrey, BC, Canada",49.141811700000005,-122.68514030687919
539,36,Newbridge Academy,246-1959 152 St,Surrey,V4A9E3,"246-1959 152 St, Surrey, BC, Canada",49.2057084,-122.800821
540,36,Gobind Sarvar School,8820 168 St,Surrey,V4N6G7,"8820 168 St, Surrey, BC, Canada",49.16351,-122.75621893105128
541,36,Al-Mustafa School,5441 125A Street,Surrey,V3X1W6,"5441 125A Street, Surrey, BC, Canada",49.10151355,-122.87525721988024
542,36,Edgewood Elementary,16666 23 Ave,Surrey,V3Z9X8,"16666 23 Ave, Surrey, BC, Canada",49.042758199999994,-122.76129387063077
543,36,Douglas Elementary,17325 2 Ave,Surrey,V3Z9P9,"17325 2 Ave, Surrey, BC, Canada",49.0060917,-122.7435604
544,36,Grandview Heights Secondary,16987 25 Ave,Surrey,V3S9V2,"16987 25 Ave, Surrey, BC, Canada",49.0484118,-122.75167916833476
545,36,City Central Learning Centre,13104 109 Ave,Surrey,V3T2N7,"13104 109 Ave, Surrey, BC, Canada",49.2007332,-122.8589324
546,36,Cloverdale Learning Centre,200-5658 176 St,Surrey,V3S4C6,"200-5658 176 St, Surrey, BC, Canada",49.10521525,-122.73465325000001
547,36,Guildford Learning Centre,300-10183 152A St,Surrey,V3R4H6,"300-10183 152A St, Surrey, BC, Canada",49.0328395,-122.7997637
548,36,North Surrey Learning Centre,9260 140 St,Surrey,V3V5Z4,"9260 140 St, Surrey, BC, Canada",49.171254,-122.8343511
549,36,South Surrey/White Rock Learning Centre,13-2320 King George Hwy,Surrey,V4A5A5,"13-2320 King George Hwy, Surrey, BC, Canada",49.0167138,-122.7622465
550,36,Regent Road Elementary,18711 74 Ave,Surrey,V4N6C2,"18711 74 Ave, Surrey, BC, Canada",49.13777445,-122.70428018126455
551,36,SAIL Secondary,14123 92 Ave,Surrey,V3V1J7,"14123 92 Ave, Surrey, BC, Canada",49.1703587,-122.8847258
552,36,St John Paul II Academy,15262 Pacific Ave,White Rock,V4B1P7,"15262 Pacific Ave, White Rock, BC, Canada",49.020212,-122.7874961
553,36,Star of the Sea,15024 24 Ave,Surrey,V4A2H8,"15024 24 Ave, Surrey, BC, Canada",49.044733,-122.8059762
554,36,SD 36 Education Services (Type 1),14033 92 Ave,Surrey,V3V0B7,"14033 92 Ave, Surrey, BC, Canada",49.17106885,-122.83245329508495
555,36,McLeod Road Traditional,6325 142 St,Surrey,V3X1B9,"6325 142 St, Surrey, BC, Canada",49.0369273,-122.8298803
557,36,Crescent Heights Academy,18620 56 Ave,Surrey,V3S1G1,"18620 56 Ave, Surrey, BC, Canada",49.10350555,-122.70654228218174
558,36,Tamanawis Secondary,12600 66 Ave,Surrey,V3W2A8,"12600 66 Ave, Surrey, BC, Canada",49.122245750000005,-122.87248981696393
559,36,St Matthew's Elementary,16065 88 Ave,Surrey,V4N1G3,"16065 88 Ave, Surrey, BC, Canada",49.1632324,-122.8830482
560,39,Magee Secondary,6360 Maple St,Vancouver,V6M4M2,"6360 Maple St, Vancouver, BC, Canada",49.22810575,-123.15155169087313
561,39,Westside Montessori Elementary School,4157 Oak St,Vancouver,V6H2N1,"4157 Oak St, Vancouver, BC, Canada",49.24858655,-123.1279641
562,39,Eaton Arrowsmith School (Vancouver) Ltd,660C Leg-In-Boot Square,Vancouver,V5Z4B3,"660C Leg-In-Boot Square, Vancouver, BC, Canada",49.2674729,-123.11925799518951
563,39,Collingwood Neighbourhood School,3417 Euclid Ave,Vancouver,V5R6H2,"3417 Euclid Ave, Vancouver, BC, Canada",49.236252,-123.032279
564,39,Stratford Hall,3000 Commercial Dr,Vancouver,V5N4E2,"3000 Commercial Dr, Vancouver, BC, Canada",49.2570247,-123.0694688782749
566,39,Canada Royal Arts High School,896 8Th Ave W,Vancouver,V5Z1E2,"896 8Th Ave W, Vancouver, BC, Canada",49.2641592,-123.1238069
567,39,Columbia Academy,792 Beatty St,Vancouver,V6B2M1,"792 Beatty St, Vancouver, BC, Canada",49.2783334,-123.1128923
568,39,Lowell High School,210-750 Hamilton St,Vancouver,V6B2R5,"210-750 Hamilton St, Vancouver, BC, Canada",49.2824554,-123.1104871
569,39,Sino Bright School BC,300-328 Water St,Vancouver,V6B1B6,"300-328 Water St, Vancouver, BC, Canada",49.2842334,-123.109032
571,39,Columbia College,438 Terminal Ave,Vancouver,V6A0C1,"438 Terminal Ave, Vancouver, BC, Canada",49.27158535,-123.0950820563893
572,39,St Regis Secondary School,5935 Iona Dr,Vancouver,V6T1J7,"5935 Iona Dr, Vancouver, BC, Canada",49.272150499999995,-123.24898636094092
573,39,Elsie Roy Elementary,150 Drake St,Vancouver,V6Z2X1,"150 Drake St, Vancouver, BC, Canada",49.2721125,-123.12267054378273
574,39,St. John's Academy,369 Boundary Rd,Vancouver,V5K4S1,"369 Boundary Rd, Vancouver, BC, Canada",49.2453425,-123.0238053
575,39,King George Secondary,1755 Barclay St,Vancouver,V6G1K6,"1755 Barclay St, Vancouver, BC, Canada",49.289855450000005,-123.13670041353134
576,39,Britannia Community Secondary,1001 Cotton Dr,Vancouver,V5L3T4,"1001 Cotton Dr, Vancouver, BC, Canada",49.2735503,-123.0714924
577,39,Kitsilano Secondary,2706 Trafalgar St,Vancouver,V6K2J6,"2706 Trafalgar St, Vancouver, BC, Canada",49.2629342,-123.1645902
578,39,John Oliver Secondary,530 41St Ave E,Vancouver,V5W1P3,"530 41St Ave E, Vancouver, BC, Canada",49.23192975,-123.09260213861666
579,39,Lord Byng Secondary,3939 16Th Ave W,Vancouver,V6R3C9,"3939 16Th Ave W, Vancouver, BC, Canada",49.2579556,-123.1808159
580,39,Templeton Secondary,727 Templeton Dr,Vancouver,V5L4N8,"727 Templeton Dr, Vancouver, BC, Canada",49.2782974,-123.06071793541898
582,39,Gladstone Secondary,4105 Gladstone St,Vancouver,V5N4Z2,"4105 Gladstone St, Vancouver, BC, Canada",49.24840535,-123.06160342324782
583,39,Sir Winston Churchill Secondary,7055 Heather St,Vancouver,V6P3P7,"7055 Heather St, Vancouver, BC, Canada",49.2392289,-123.1207251
584,39,Killarney Secondary,6454 Killarney St,Vancouver,V5S2X7,"6454 Killarney St, Vancouver, BC, Canada",49.2255074,-123.04414724163821
585,39,Sir Charles Tupper Secondary,419 24Th Ave E,Vancouver,V5V2A2,"419 24Th Ave E, Vancouver, BC, Canada",49.2497366,-123.09445357024194
586,39,David Thompson Secondary,1755 55Th Ave E,Vancouver,V5P1Z7,"1755 55Th Ave E, Vancouver, BC, Canada",49.2195688,-123.0746578
587,39,Prince Of Wales Secondary,2250 Eddington Dr,Vancouver,V6L2E7,"2250 Eddington Dr, Vancouver, BC, Canada",49.245555749999994,-123.1570836766304
588,39,Windermere Community Secondary,3155 27Th Ave E,Vancouver,V5R1P3,"3155 27Th Ave E, Vancouver, BC, Canada",49.24751475,-123.03783105183324
589,39,Eric Hamber Secondary,5025 Willow St,Vancouver,V5Z3S1,"5025 Willow St, Vancouver, BC, Canada",49.2418182,-123.1236036
590,39,University Hill Secondary,3228 Ross Dr,Vancouver,V6S0C6,"3228 Ross Dr, Vancouver, BC, Canada",49.251074,-123.2345018
591,39,Lord Strathcona Community Elementary,592 Pender St E,Vancouver,V6A1V5,"592 Pender St E, Vancouver, BC, Canada",49.2801946,-123.032893
592,39,Sir Guy Carleton Community Elementary,3250 Kingsway,Vancouver,V5R5K5,"3250 Kingsway, Vancouver, BC, Canada",49.2418587,-123.0580509
593,39,Lord Roberts Elementary,1100 Bidwell St,Vancouver,V6G2K4,"1100 Bidwell St, Vancouver, BC, Canada",49.28702775,-123.13830014460507
594,39,Admiral Seymour Elementary,1130 Keefer St,Vancouver,V6A1Z3,"1130 Keefer St, Vancouver, BC, Canada",49.27877335,-123.08079842347999
595,39,David Lloyd George Elementary,8370 Cartier St,Vancouver,V6P4T8,"8370 Cartier St, Vancouver, BC, Canada",49.2416791,-123.1369498
596,39,General Brock Elementary,4860 Main St,Vancouver,V5V3R8,"4860 Main St, Vancouver, BC, Canada",49.2413914,-123.10042673188599
597,39,Kerrisdale Elementary,5555 Carnarvon St,Vancouver,V6N1J2,"5555 Carnarvon St, Vancouver, BC, Canada",49.236121999999995,-123.17366056407499
598,39,Lord Selkirk Elementary,1750 22Nd Ave E,Vancouver,V5N2P7,"1750 22Nd Ave E, Vancouver, BC, Canada",49.24967755,-123.06878703832065
600,39,Queen Mary Elementary,2000 Trimble St,Vancouver,V6R3Z4,"2000 Trimble St, Vancouver, BC, Canada",49.2688357,-123.2059239
601,39,Simon Fraser Elementary,100 15Th Ave W,Vancouver,V5Y3B7,"100 15Th Ave W, Vancouver, BC, Canada",49.25719085,-123.10837282182538
602,39,L'Ecole Bilingue Elementary,1166 W 14Th Ave,Vancouver,V6H1P6,"1166 W 14Th Ave, Vancouver, BC, Canada",49.2583233,-123.13036596332049
603,39,Emily Carr Elementary,4070 Oak St,Vancouver,V6H2M8,"4070 Oak St, Vancouver, BC, Canada",49.2497944,-123.12600762170752
604,39,General Wolfe Elementary,4251 Ontario St,Vancouver,V5V3G8,"4251 Ontario St, Vancouver, BC, Canada",49.24739135,-123.10560523101822
605,39,Lord Nelson Elementary,1355 Garden Drive,Vancouver,V5L0C4,"1355 Garden Drive, Vancouver, BC, Canada",49.272579199999996,-123.05925272383894
606,39,Lord Tennyson Elementary,1936 10Th Ave W,Vancouver,V6J2B2,"1936 10Th Ave W, Vancouver, BC, Canada",49.2637009,-123.200228
607,39,Sir Wilfred Grenfell Community,3323 Wellington Ave,Vancouver,V5R4Y3,"3323 Wellington Ave, Vancouver, BC, Canada",49.2423638,-123.0348096
608,39,Tecumseh Elementary,1850 41St Ave E,Vancouver,V5P1K9,"1850 41St Ave E, Vancouver, BC, Canada",49.23120435,-123.06785353861198
609,39,Florence Nightingale Elementary,2740 Guelph St,Vancouver,V5T3P7,"2740 Guelph St, Vancouver, BC, Canada",49.26022045,-123.09400719975997
610,39,General Gordon Elementary,2268 Bayswater St,Vancouver,V6K4P5,"2268 Bayswater St, Vancouver, BC, Canada",49.26622715,-123.17060965123108
611,39,Henry Hudson Elementary,1551 Cypress St,Vancouver,V6J3L3,"1551 Cypress St, Vancouver, BC, Canada",49.2719703,-123.1478183
612,39,Laura Secord Elementary,2500 Lakewood Dr,Vancouver,V5N4V1,"2500 Lakewood Dr, Vancouver, BC, Canada",49.2621507,-123.0617165
613,39,Walter Moberly Elementary,1000 59Th Ave E,Vancouver,V5X1Y7,"1000 59Th Ave E, Vancouver, BC, Canada",49.2163144,-123.0837974
614,39,Pierre Elliott Trudeau Elementary,449 62Nd Ave E,Vancouver,V5X2G2,"449 62Nd Ave E, Vancouver, BC, Canada",49.2148236,-123.0968053
615,39,Sir Wm Van Horne Elementary,5855 Ontario St,Vancouver,V5W2L8,"5855 Ontario St, Vancouver, BC, Canada",49.231756000000004,-123.10638536219473
616,39,Charles Dickens Elementary,1010 East 17Th Ave,Vancouver,V5V0A6,"1010 East 17Th Ave, Vancouver, BC, Canada",49.25496205,-123.08269588857311
617,39,David Livingstone Elementary,315 23Rd Ave E,Vancouver,V5V1X6,"315 23Rd Ave E, Vancouver, BC, Canada",49.25067464999999,-123.09768504923775
618,39,Hastings Community Elementary,2625 Franklin St,Vancouver,V5K3W7,"2625 Franklin St, Vancouver, BC, Canada",49.2823824,-123.0511423
619,39,John Norquay Elementary,4710 Slocan St,Vancouver,V5R2A1,"4710 Slocan St, Vancouver, BC, Canada",49.241785050000004,-123.05093963405727
620,39,J.W. Sexsmith Community Elementary,7410 Columbia St,Vancouver,V5X3C1,"7410 Columbia St, Vancouver, BC, Canada",49.2172949,-123.10864189486614
621,39,Sir James Douglas Elementary,2150 Brigadoon Ave,Vancouver,V5P3Z7,"2150 Brigadoon Ave, Vancouver, BC, Canada",49.21593645,-123.06404585039326
622,39,Sir John Franklin Community,250S Skeena St,Vancouver,V5K4N8,"250S Skeena St, Vancouver, BC, Canada",49.2612657,-123.0285154
623,39,Sir Sandford Fleming Elementary,6363 Lanark St,Vancouver,V5P1S2,"6363 Lanark St, Vancouver, BC, Canada",49.2277202,-123.0758334
624,39,Bayview Community Elementary,2251 Collingwood St,Vancouver,V6R3L1,"2251 Collingwood St, Vancouver, BC, Canada",49.2306932,-123.18206013326588
625,39,Lord Beaconsfield Elementary,3663 Penticton St,Vancouver,V5M3C9,"3663 Penticton St, Vancouver, BC, Canada",49.251954850000004,-123.05337687960784
626,39,Lord Kitchener Elementary,3455 W. King Edward Ave,Vancouver,V6S0C7,"3455 W. King Edward Ave, Vancouver, BC, Canada",49.2493532,-123.1409907
627,39,Edith Cavell Elementary,500 20Th Ave W,Vancouver,V5Z1X7,"500 20Th Ave W, Vancouver, BC, Canada",49.2528885,-123.11716140096273
628,39,Shaughnessy Elementary,4250 Marguerite St,Vancouver,V6J4G3,"4250 Marguerite St, Vancouver, BC, Canada",49.24844055,-123.14370147402607
629,39,Maple Grove Elementary,6199 Cypress St,Vancouver,V6M3S3,"6199 Cypress St, Vancouver, BC, Canada",49.2719703,-123.1478183
630,39,Quilchena Elementary,5300 Maple St,Vancouver,V6M3T6,"5300 Maple St, Vancouver, BC, Canada",49.2200714,-123.1529766
631,39,Renfrew Community Elementary,3315 22Nd Ave E,Vancouver,V5M2Z2,"3315 22Nd Ave E, Vancouver, BC, Canada",49.2511122,-123.03180858489404
632,39,Sir Alexander Mackenzie Elementary,960 39Th Ave E,Vancouver,V5W1K8,"960 39Th Ave E, Vancouver, BC, Canada",49.2354343,-123.101435
633,39,Queen Elizabeth Elementary,4102 16Th Ave W,Vancouver,V6R3E3,"4102 16Th Ave W, Vancouver, BC, Canada",49.2579556,-123.1808159
634,39,Trafalgar Elementary,4170 Trafalgar St,Vancouver,V6L2M5,"4170 Trafalgar St, Vancouver, BC, Canada",49.250149300000004,-123.16432786091036
635,39,Sir Wilfrid Laurier Elementary,7350 Laurel St,Vancouver,V6P3T9,"7350 Laurel St, Vancouver, BC, Canada",49.21846045,-123.12560252875343
636,39,Sir William Osler Elementary,5970 Selkirk St,Vancouver,V6M2Y8,"5970 Selkirk St, Vancouver, BC, Canada",49.2447314,-123.1323488
637,39,wək̓ʷan̓əs tə syaqʷəm Elementary School,1430 Lillooet St,Vancouver,V5K4H6,"1430 Lillooet St, Vancouver, BC, Canada",49.2717811,-123.03837275998441
638,39,Thunderbird šxʷəxʷaʔəs Elementary,2325 Cassiar St,Vancouver,V5M3X3,"2325 Cassiar St, Vancouver, BC, Canada",49.263352100000006,-123.0320274262305
639,39,Grandview ¿uuqinak’uuh Elementary,2055 Woodland Dr,Vancouver,V5N3N9,"2055 Woodland Dr, Vancouver, BC, Canada",49.2697347,-123.0735048
640,39,Southlands Elementary,5351 Camosun St,Vancouver,V6N2C4,"5351 Camosun St, Vancouver, BC, Canada",49.2375696,-123.19774723349968
641,39,Captain James Cook Elementary,3340 54Th Ave E,Vancouver,V5S1Z3,"3340 54Th Ave E, Vancouver, BC, Canada",49.2189743,-123.03579197631998
643,39,David Oppenheimer Elementary,2421 Scarboro Ave,Vancouver,V5P2L5,"2421 Scarboro Ave, Vancouver, BC, Canada",49.213467,-123.05816174408591
644,39,Sir Charles Kingsford-Smith,6901 Elliott St,Vancouver,V5S2N1,"6901 Elliott St, Vancouver, BC, Canada",49.2212431,-123.054874
645,39,Carnarvon Community Elementary,3400 Balaclava St,Vancouver,V6L2S6,"3400 Balaclava St, Vancouver, BC, Canada",49.2605691,-123.1741184
646,39,Dr A R Lord Elementary,555 Lillooet St,Vancouver,V5K4G4,"555 Lillooet St, Vancouver, BC, Canada",49.2794181,-123.0401395516063
647,39,Waverley Elementary,6111 Elliott St,Vancouver,V5S2M1,"6111 Elliott St, Vancouver, BC, Canada",49.2212431,-123.054874
648,39,G T Cunningham Elementary,2330 37Th Ave E,Vancouver,V5R2T3,"2330 37Th Ave E, Vancouver, BC, Canada",49.233966949999996,-123.03756739783023
649,39,Nootka Community Elementary,3375 Nootka St,Vancouver,V5M3N2,"3375 Nootka St, Vancouver, BC, Canada",49.253825750000004,-123.04295830386226
650,39,Tecumseh Annex,1551 37Th Ave E,Vancouver,V5P1E4,"1551 37Th Ave E, Vancouver, BC, Canada",49.23737835,-123.07361152483296
