mlsId,price,beds,baths,address,sqFt,parking,taxes,pricePerSqFt,yearBuilt,propertyType,soldDate,listingDate,listingPrice,lat,lon,addressDetails
R2893368,885000.0,3.0,3.0,"20738 84 Avenue, Langley, BC, Canada",1720.0,2.0,4010.0,514.0,2012.0,Townhouse,11/06/2024,2024-06-10,885000.0,49.1554377,-122.647155,"84 Avenue, Township of Langley, Metro Vancouver Regional District, British Columbia, V2Y 2B2, Canada"
R2887575,672500.0,2.0,2.0,"8150 207 Street, Langley, BC, Canada",958.0,1.0,3170.0,708.0,2022.0,Condo,10/06/2024,2024-05-26,678800.0,49.1221014,-122.6508816,"207 Street, Township of Langley, Metro Vancouver Regional District, British Columbia, V2Y 3C1, Canada"
R2874593,2150000.0,4.0,3.0,"23018 Bedford Trail, Langley, BC, Canada",2899.0,2.0,7609.0,782.0,2010.0,SingleFamily,10/06/2024,2024-04-22,2268600.0,49.1744451,-122.5833698,"Bedford Trail, Fort Langley, Township of Langley, Metro Vancouver Regional District, British Columbia, V1M 0B7, Canada"
R2877150,730000.0,3.0,2.0,"20487 65 Avenue, Langley, BC, Canada",1145.0,2.0,3423.0,655.0,2022.0,Condo,10/06/2024,2024-04-28,750000.0,49.1209693,-122.65611203996784,"Building B, 20487, 65 Avenue, Township of Langley, Metro Vancouver Regional District, British Columbia, V2Y 3C1, Canada"
R2888880,660000.0,2.0,2.0,"8447 202 Street, Langley, BC, Canada",903.0,1.0,2983.0,741.0,2023.0,Condo,10/06/2024,2024-06-03,669900.0,49.1664851,-122.6626079,"202 Street, Carvolth, Walnut Grove, Township of Langley, Metro Vancouver Regional District, British Columbia, V1M 4A7, Canada"
R2890509,660000.0,3.0,2.0,"5485 Brydon Crescent, Langley, BC, Canada",988.0,2.0,2198.0,678.0,2021.0,Condo,10/06/2024,2024-06-02,669900.0,49.1015478,-122.6689342,"Brydon Crescent, City of Langley, Metro Vancouver Regional District, British Columbia, V3A 3X4, Canada"
R2889142,1645000.0,5.0,4.0,"2430 270 B Street, Langley, BC, Canada",3870.0,10.0,6893.0,413.0,2007.0,SingleFamily,10/06/2024,2024-05-30,1599900.0,,,
R2870391,1365000.0,5.0,3.0,"26997 24 A Avenue, Langley, BC, Canada",2730.0,6.0,5729.0,503.0,1994.0,SingleFamily,10/06/2024,2024-04-14,1375000.0,,,
R2885221,615000.0,2.0,2.0,"8150 207 Street, Langley, BC, Canada",855.0,1.0,3033.0,746.0,2021.0,Condo,10/06/2024,2024-05-19,638000.0,49.1221014,-122.6508816,"207 Street, Township of Langley, Metro Vancouver Regional District, British Columbia, V2Y 3C1, Canada"
R2868555,1765000.0,4.0,3.0,"23025 Jenny Lewis Avenue, Langley, BC, Canada",2749.0,3.0,6429.0,654.0,2009.0,SingleFamily,10/06/2024,2024-04-08,1799800.0,49.1734949,-122.5842868,"Jenny Lewis Avenue, Fort Langley, Township of Langley, Metro Vancouver Regional District, British Columbia, V1M 0B7, Canada"
R2885649,1230000.0,5.0,3.0,"27164 27 B Avenue, Langley, BC, Canada",2741.0,6.0,5830.0,474.0,1994.0,SingleFamily,10/06/2024,2024-05-15,1300000.0,,,
R2874293,2375000.0,8.0,4.0,"20971 Yeomans Crescent, Langley, BC, Canada",4260.0,8.0,7516.0,586.0,1996.0,SingleFamily,10/06/2024,2024-04-22,2498800.0,49.1777242,-122.6377179,"Yeomans Crescent, Walnut Grove, Township of Langley, Metro Vancouver Regional District, British Columbia, V1M 1M1, Canada"
R2889565,890000.0,4.0,3.0,"8068 207 Street, Langley, BC, Canada",1770.0,2.0,4004.0,505.0,2014.0,Townhouse,09/06/2024,2024-06-02,895000.0,49.1221014,-122.6508816,"207 Street, Township of Langley, Metro Vancouver Regional District, British Columbia, V2Y 3C1, Canada"
R2888808,443000.0,1.0,1.0,"20245 53 Avenue, Langley, BC, Canada",739.0,1.0,2075.0,608.0,1996.0,Condo,09/06/2024,2024-06-03,449900.0,49.100239,-122.6773888,"53 Avenue, City of Langley, Metro Vancouver Regional District, British Columbia, V3A 3X2, Canada"
R2890667,965000.0,3.0,2.0,"20966 77 A Avenue, Langley, BC, Canada",1610.0,2.0,4326.0,558.0,2013.0,Townhouse,09/06/2024,2024-06-04,899900.0,,,
R2889127,3900000.0,6.0,4.0,"22189 86a Avenue, Langley, BC, Canada",6670.0,6.0,13858.0,629.0,2011.0,SingleFamily,09/06/2024,2024-05-29,4200000.0,49.1602521,-122.6078881,"86A Avenue, Township of Langley, Metro Vancouver Regional District, British Columbia, V1M 2C1, Canada"
R2890964,1490000.0,3.0,2.0,"9610 206 Street, Langley, BC, Canada",1891.0,8.0,6778.0,792.0,1991.0,SingleFamily,09/06/2024,2024-06-04,1498888.0,49.1772505,-122.65071750423712,"9610, 206 Street, Walnut Grove, Township of Langley, Metro Vancouver Regional District, British Columbia, V1M 0B9, Canada"
R2884142,1335000.0,6.0,3.0,"27118 35 B Avenue, Langley, BC, Canada",2735.0,3.0,5826.0,493.0,2017.0,SingleFamily,09/06/2024,2024-05-15,1349999.0,,,
