,address,beds,bath,area,maintenance,parking,taxes,built,mlsNumber,levels,garage,lotSize,pricePerSqFt,soldDate,soldPrice,listingDate,listingPrice,type
1545,"23427 Griffen Rd, Maple Ridge, BC",6,3,3544 sqft,,4,"$6,138",2008,R2778787,Residential,Yes,,$409,22/05/2023,"$1,449,900",16/05/2023,"$1,449,900",Single Family Residence
1546,"11580 Fraserview St, Maple Ridge, BC",5,2,2527 sqft,,7,"$5,528",1975,R2778831,Residential,Yes,,$541,22/05/2023,"$1,305,000",15/05/2023,"$1,368,000",Single Family Residence
1547,"24763 Mcclure Dr, Maple Ridge, BC",4,3,3807 sqft,,2,"$6,503",2005,R2780109,Residential,Yes,,$367,22/05/2023,"$1,400,000",22/05/2023,"$1,399,000",Single Family Residence
1548,"49 - 11305 240 St, Maple Ridge, BC",3,2,1493 sqft,,3,"$3,383",2016,R2778275,Residential,Yes,,$535,22/05/2023,"$869,000",15/05/2023,"$799,000",Townhouse
1549,"5 - 11160 234a St, Maple Ridge, BC",3,2,2457 sqft,,2,"$3,749",2008,R2779035,Residential,Yes,,$366,19/05/2023,"$900,000",16/05/2023,"$899,900",Townhouse
1550,"24381 102a Ave, Maple Ridge, BC",5,3,2249 sqft,,0,"$4,800",2004,R2773725,Residential,No,,$435,18/05/2023,"$965,000",01/05/2023,"$979,900",Single Family Residence
1551,"21560 122 Ave, Maple Ridge, BC",3,1,1283 sqft,,4,"$4,808",1960,R2779106,Residential,No,,$778,18/05/2023,"$999,000",17/05/2023,"$999,000",Single Family Residence
1552,"27 - 11176 Gilker Hill Rd, Maple Ridge, BC",4,3,2098 sqft,,2,"$3,588",2012,R2770008,Residential,Yes,,$428,18/05/2023,"$873,000",19/04/2023,"$899,900",Townhouse
1553,"14 - 23560 119 Ave, Maple Ridge, BC",3,1,1193 sqft,,1,"$3,356",1996,R2778866,Residential,No,,$565,18/05/2023,"$675,000",16/05/2023,"$675,000",Townhouse
1554,"305 - 11957 223 St, Maple Ridge, BC",1,1,794 sqft,,1,"$1,452",1976,R2777153,Residential,Yes,,$362,18/05/2023,"$270,000",11/05/2023,"$288,000",Apartment/Condominium
1555,"32 - 12018 237 St, Maple Ridge, BC",3,2,1373 sqft,,2,,2023,R2767660,Residential,Yes,,$619,17/05/2023,"$847,000",11/04/2023,"$849,900",Townhouse
1556,"3 - 13819 232 St, Maple Ridge, BC",4,3,1824 sqft,,2,"$3,659",2010,R2774159,Residential,Yes,,$465,16/05/2023,"$849,500",30/04/2023,"$849,500",Townhouse
1557,"10066 247b St, Maple Ridge, BC",6,4,3858 sqft,,4,"$6,727",2015,R2753145,Residential,Yes,,$388,16/05/2023,"$1,485,000",13/02/2023,"$1,499,900",Single Family Residence
1558,"20837 Stoney Ave, Maple Ridge, BC",4,2,2225 sqft,,5,"$5,981",1974,R2778161,Residential,Yes,,$595,16/05/2023,"$1,359,000",14/05/2023,"$1,325,000",Single Family Residence
