,Unnamed: 0,address,beds,bath,area,maintenance,type,parking,taxes,built,mlsNumber,levels,garage,pricePerSqFt,soldDate,soldPrice,listingDate,listingPrice
1600,1600,"908 - 520 Como Lake Ave, Coquitlam, BC",1.0,1.0,604 sqft,,Apartment/Condominium,1.0,"$1,717",2017.0,R2795209,Residential,Yes,$991,13/07/2023,"$592,000",04/07/2023,"$599,000"
1601,1601,"107 - 2978 Burlington Dr, Coquitlam, BC",2.0,2.0,1025 sqft,,Apartment/Condominium,1.0,"$1,746",1993.0,R2796962,Residential,Yes,$634,13/07/2023,"$650,000",10/07/2023,"$649,900"
1602,1602,"4203 - 2955 Atlantic Ave, Coquitlam, BC",2.0,2.0,894 sqft,,Apartment/Condominium,2.0,"$2,507",2013.0,R2795862,Residential,Yes,$983,12/07/2023,"$860,000",05/07/2023,"$879,000"
1603,1603,"3429 Roxton Ave, Coquitlam, BC",2.0,2.0,1548 sqft,,Single Family Residence,0.0,"$5,108",1987.0,R2791289,Residential,Yes,"$1,485",12/07/2023,"$2,280,000",19/06/2023,"$2,300,000"
1604,1604,"1202 - 1185 The High St, Coquitlam, BC",2.0,2.0,1171 sqft,,Apartment/Condominium,1.0,"$2,571",2009.0,R2776010,Residential,Yes,$793,12/07/2023,"$912,000",08/05/2023,"$929,000"
1605,1605,"17 - 270 Casey St, Coquitlam, BC",2.0,2.0,1243 sqft,,Townhouse,2.0,"$2,076",1994.0,R2794568,Residential,Yes,$563,12/07/2023,"$735,000",03/07/2023,"$699,900"
1606,1606,"1374 Kingston St, Coquitlam, BC",8.0,8.0,6733 sqft,,Single Family Residence,11.0,"$4,122",2023.0,R2781034,Residential,Yes,$563,11/07/2023,"$3,550,000",23/05/2023,"$3,795,500"
1607,1607,"33 - 2978 Walton Ave, Coquitlam, BC",2.0,1.0,960 sqft,,Townhouse,0.0,"$1,817",1988.0,R2793621,Residential,Yes,$609,11/07/2023,"$580,000",28/06/2023,"$585,000"
1608,1608,"508 - 2980 Atlantic Ave, Coquitlam, BC",1.0,1.0,568 sqft,,Apartment/Condominium,1.0,"$1,433",2009.0,R2793407,Residential,Yes,$924,11/07/2023,"$551,000",27/06/2023,"$525,000"
1609,1609,"2725 Westlake Dr, Coquitlam, BC",4.0,3.0,1937 sqft,,Single Family Residence,4.0,"$4,142",1986.0,R2795888,Residential,Yes,$773,11/07/2023,"$1,500,000",04/07/2023,"$1,499,000"
1610,1610,"1805 - 1045 Austin Ave, Coquitlam, BC",2.0,2.0,948 sqft,,Apartment/Condominium,1.0,,2023.0,R2796222,Residential,Yes,"$1,038",11/07/2023,"$984,900",06/07/2023,"$984,900"
1611,1611,"39 - 2979 Panorama Dr, Coquitlam, BC",3.0,4.0,2468 sqft,,Townhouse,2.0,"$3,711",1994.0,R2796910,Residential,Yes,$557,11/07/2023,"$1,370,000",10/07/2023,"$1,375,000"
1612,1612,"126 - 1290 Mitchell St, Coquitlam, BC",3.0,2.0,1589 sqft,,Townhouse,2.0,"$3,404",2020.0,R2780077,Residential,Yes,$810,11/07/2023,"$1,245,000",22/05/2023,"$1,288,000"
1613,1613,"107 - 3421 Queenston Ave, Coquitlam, BC",3.0,2.0,1377 sqft,,Townhouse,2.0,,2024.0,R2797076,Residential,Yes,$795,11/07/2023,"$1,095,000",09/07/2023,"$1,095,000"
1614,1614,"1901 - 530 Whiting Way, Coquitlam, BC",1.0,1.0,549 sqft,,Apartment/Condominium,1.0,"$1,697",2019.0,R2794774,Residential,Yes,"$1,092",10/07/2023,"$582,500",03/07/2023,"$599,900"
1615,1615,"43 - 1295 Soball St, Coquitlam, BC",3.0,2.0,1375 sqft,,Townhouse,3.0,"$3,317",2012.0,R2794852,Residential,Yes,$791,10/07/2023,"$1,088,000",01/07/2023,"$1,088,000"
1616,1616,"405 - 1185 Pacific St, Coquitlam, BC",1.0,1.0,841 sqft,,Apartment/Condominium,1.0,"$1,573",1997.0,R2794295,Residential,Yes,$653,10/07/2023,"$540,000",03/07/2023,"$549,900"
1617,1617,"3204 - 2968 Glen Dr, Coquitlam, BC",1.0,1.0,649 sqft,,Apartment/Condominium,1.0,"$1,789",2012.0,R2794997,Residential,Yes,$924,10/07/2023,"$620,000",04/07/2023,"$599,900"
1618,1618,"3024 Maplebrook Pl, Coquitlam, BC",3.0,1.0,1401 sqft,,Multi Family,1.0,"$2,559",1975.0,R2795420,Residential,No,$713,10/07/2023,"$1,100,000",04/07/2023,"$999,000"
1619,1619,"2406 - 602 Como Lake Ave, Coquitlam, BC",2.0,1.0,748 sqft,,Apartment/Condominium,1.0,"$2,148",2017.0,R2794783,Residential,Yes,$800,10/07/2023,"$688,000",02/07/2023,"$599,000"
1620,1620,"518 - 3178 Dayanee Springs Blvd, Coquitlam, BC",2.0,2.0,858 sqft,,Apartment/Condominium,2.0,"$1,997",2013.0,R2794698,Residential,Yes,$815,10/07/2023,"$735,000",03/07/2023,"$699,900"
1621,1621,"904 Alderson Ave, Coquitlam, BC",6.0,5.0,3022 sqft,,Single Family Residence,7.0,"$5,428",2018.0,R2774688,Residential,Yes,$655,10/07/2023,"$1,850,000",04/05/2023,"$1,980,000"
1622,1622,"1219 Burke Mountain St, Coquitlam, BC",3.0,2.0,1609 sqft,,Townhouse,2.0,"$3,012",2014.0,R2794467,Residential,Yes,$707,10/07/2023,"$1,115,000",03/07/2023,"$1,139,000"
1623,1623,"1 - 551 Austin Ave, Coquitlam, BC",1.0,2.0,966 sqft,,Apartment/Condominium,1.0,"$1,834",1992.0,R2796346,Residential,Yes,$621,10/07/2023,"$600,000",09/07/2023,"$599,900"
1624,1624,"2708 - 1155 The High St, Coquitlam, BC",1.0,1.0,590 sqft,,Apartment/Condominium,1.0,"$1,645",2012.0,R2794418,Residential,Yes,$998,10/07/2023,"$583,000",03/07/2023,"$589,000"
1625,1625,"3020 Starlight Way, Coquitlam, BC",4.0,3.0,3435 sqft,,Single Family Residence,8.0,"$5,258",1963.0,R2794252,Residential,No,$523,09/07/2023,"$1,950,000",03/07/2023,"$1,798,800"
1626,1626,"216 - 555 North Rd, Coquitlam, BC",2.0,1.0,871 sqft,,Apartment/Condominium,1.0,"$1,586",1982.0,R2792906,Residential,Yes,$660,09/07/2023,"$570,000",25/06/2023,"$575,000"
1627,1627,"607 - 2968 Glen Dr, Coquitlam, BC",2.0,2.0,828 sqft,,Apartment/Condominium,1.0,"$2,024",2012.0,R2795130,Residential,Yes,$782,09/07/2023,"$700,800",02/07/2023,"$648,000"
1628,1628,"3071 Lazy A St, Coquitlam, BC",5.0,3.0,2741 sqft,,Single Family Residence,4.0,"$4,660",1965.0,R2785432,Residential,No,$656,09/07/2023,"$1,774,000",05/06/2023,"$1,799,000"
1629,1629,"1544 Broadview Crt, Coquitlam, BC",3.0,3.0,2700 sqft,,Single Family Residence,8.0,"$5,865",1958.0,R2794606,Residential,Yes,$733,09/07/2023,"$2,030,000",02/07/2023,"$1,980,000"
1630,1630,"2598 Harrier Dr, Coquitlam, BC",4.0,3.0,2522 sqft,,Single Family Residence,2.0,"$4,288",1983.0,R2795110,Residential,Yes,$527,09/07/2023,"$1,300,000",04/07/2023,"$1,330,000"
1631,1631,"16 - 1219 Burke Mountain St, Coquitlam, BC",3.0,2.0,1456 sqft,,Townhouse,1.0,"$2,954",2014.0,R2795207,Residential,Yes,$651,09/07/2023,"$991,000",04/07/2023,"$949,000"
1632,1632,"503 - 750 Dogwood St, Coquitlam, BC",2.0,2.0,864 sqft,,Apartment/Condominium,2.0,"$2,632",2022.0,R2793868,Residential,Yes,$924,09/07/2023,"$830,000",29/06/2023,"$799,000"
1633,1633,"1052 Corona Cres, Coquitlam, BC",4.0,3.0,3113 sqft,,Single Family Residence,4.0,"$4,804",1976.0,R2794704,Residential,Yes,$641,09/07/2023,"$1,900,000",03/07/2023,"$1,998,000"
1634,1634,"3234 Cortes Ave, Coquitlam, BC",4.0,2.0,1950 sqft,,Single Family Residence,3.0,"$4,086",1983.0,R2788896,Residential,Yes,$769,09/07/2023,"$1,455,000",14/06/2023,"$1,499,999"
1635,1635,"1616 Salal Cres, Coquitlam, BC",6.0,3.0,3626 sqft,,Single Family Residence,4.0,"$4,680",1993.0,R2788443,Residential,Yes,$465,09/07/2023,"$1,610,000",13/06/2023,"$1,689,000"
1636,1636,"608 - 570 Emerson St, Coquitlam, BC",2.0,2.0,864 sqft,,Apartment/Condominium,1.0,"$2,375",2017.0,R2795080,Residential,Yes,$810,09/07/2023,"$748,000",04/07/2023,"$699,999"
1637,1637,"1202 - 585 Austin Ave, Coquitlam, BC",1.0,1.0,644 sqft,,Apartment/Condominium,1.0,,2022.0,R2794736,Residential,Yes,"$1,085",09/07/2023,"$699,000",03/07/2023,"$699,000"
1638,1638,"210 - 3178 Dayanee Springs Blvd, Coquitlam, BC",1.0,1.0,621 sqft,,Apartment/Condominium,1.0,"$1,495",2013.0,R2778881,Residential,Yes,$885,08/07/2023,"$540,000",16/05/2023,"$549,900"
1639,1639,"318 - 3178 Dayanee Springs Blvd, Coquitlam, BC",2.0,2.0,861 sqft,,Apartment/Condominium,1.0,"$1,984",2013.0,R2795836,Residential,Yes,$807,08/07/2023,"$675,000",04/07/2023,"$695,000"
1640,1640,"2302 - 530 Whiting Way, Coquitlam, BC",2.0,2.0,792 sqft,,Apartment/Condominium,1.0,"$2,314",2019.0,R2793887,Residential,Yes,"$1,007",08/07/2023,"$788,000",29/06/2023,"$798,000"
1641,1641,"508 - 1148 Heffley Cres, Coquitlam, BC",2.0,2.0,868 sqft,,Apartment/Condominium,1.0,"$1,609",1999.0,R2794790,Residential,Yes,$725,08/07/2023,"$630,000",02/07/2023,"$629,900"
1642,1642,"3247 Georgeson Ave, Coquitlam, BC",3.0,2.0,1620 sqft,,Single Family Residence,2.0,"$3,675",1979.0,R2795301,Residential,Yes,$740,08/07/2023,"$1,130,000",03/07/2023,"$1,199,900"
1643,1643,"102 - 1151 Windsor Mews, Coquitlam, BC",2.0,2.0,895 sqft,,Apartment/Condominium,1.0,"$1,997",2017.0,R2794268,Residential,Yes,$848,08/07/2023,"$750,000",02/07/2023,"$759,800"
1644,1644,"2672 Burnside Pl, Coquitlam, BC",3.0,2.0,2200 sqft,,Single Family Residence,6.0,"$5,157",1979.0,R2794262,Residential,Yes,$704,07/07/2023,"$1,530,000",03/07/2023,"$1,549,000"
1645,1645,"403 - 450 Bromley St, Coquitlam, BC",1.0,1.0,668 sqft,,Apartment/Condominium,1.0,"$1,221",1990.0,R2789843,Residential,Yes,$688,07/07/2023,"$440,000",18/06/2023,"$459,999"
1646,1646,"2 - 3380 Francis Cres, Coquitlam, BC",4.0,3.0,1730 sqft,,Townhouse,4.0,"$3,107",2012.0,R2789937,Residential,Yes,$693,07/07/2023,"$1,170,000",15/06/2023,"$1,199,000"
1647,1647,"3905 - 567 Clarke Rd, Coquitlam, BC",3.0,2.0,875 sqft,,Apartment/Condominium,1.0,"$2,148",2021.0,R2791198,Residential,Yes,"$1,050",06/07/2023,"$905,000",20/06/2023,"$919,000"
1648,1648,"209 - 1150 Kensal Pl, Coquitlam, BC",2.0,2.0,823 sqft,,Apartment/Condominium,1.0,"$1,945",2012.0,R2790204,Residential,Yes,$824,06/07/2023,"$672,000",15/06/2023,"$678,800"
1649,1649,"53 - 1235 Lasalle Pl, Coquitlam, BC",2.0,1.0,1150 sqft,,Townhouse,1.0,"$2,134",1988.0,R2788441,Residential,No,$608,06/07/2023,"$699,900",11/06/2023,"$699,900"
1650,1650,"211 - 1132 Dufferin St, Coquitlam, BC",2.0,2.0,1189 sqft,,Apartment/Condominium,1.0,"$1,841",1992.0,R2795388,Residential,Yes,$545,06/07/2023,"$701,000",04/07/2023,"$649,000"
1651,1651,"2109 - 3080 Lincoln Ave, Coquitlam, BC",1.0,1.0,602 sqft,,Apartment/Condominium,1.0,"$1,684",2016.0,R2788207,Residential,Yes,"$1,043",06/07/2023,"$612,500",12/06/2023,"$628,000"
1652,1652,"43 - 730 Farrow St, Coquitlam, BC",2.0,2.0,1203 sqft,,Townhouse,1.0,"$2,438",2004.0,R2794454,Residential,Yes,$648,06/07/2023,"$810,000",03/07/2023,"$779,900"
1653,1653,"1008 Dansey Ave, Coquitlam, BC",3.0,3.0,2423 sqft,,Multi Family,6.0,"$3,714",1998.0,R2795206,Residential,Yes,$515,06/07/2023,"$1,290,000",04/07/2023,"$1,250,000"
1654,1654,"1402 - 612 Elmwood St, Coquitlam, BC",2.0,2.0,1072 sqft,,Apartment/Condominium,1.0,,2027.0,R2768321,Residential,Yes,"$1,123",06/07/2023,"$1,204,900",13/04/2023,"$1,204,900"
1655,1655,"2301 - 585 Austin Ave, Coquitlam, BC",3.0,3.0,1335 sqft,,Apartment/Condominium,2.0,,2022.0,R2791888,Residential,Yes,"$1,198",05/07/2023,"$1,599,900",22/06/2023,"$1,599,900"
1656,1656,"1306 - 450 Westview St, Coquitlam, BC",2.0,2.0,840 sqft,,Apartment/Condominium,1.0,"$2,304",2021.0,R2793590,Residential,Yes,$986,05/07/2023,"$860,000",27/06/2023,"$828,800"
1657,1657,"2508 - 567 Clarke Rd, Coquitlam, BC",1.0,1.0,545 sqft,,Apartment/Condominium,1.0,"$1,436",2022.0,R2794897,Residential,Yes,"$1,207",05/07/2023,"$653,000",02/07/2023,"$658,000"
1658,1658,"110 - 1199 Westwood St, Coquitlam, BC",1.0,1.0,719 sqft,,Apartment/Condominium,1.0,"$1,296",1993.0,R2792141,Residential,Yes,$625,05/07/2023,"$510,000",24/06/2023,"$450,000"
1659,1659,"2180 Pinecrest Ave, Coquitlam, BC",3.0,1.0,1563 sqft,,Single Family Residence,2.0,"$4,286",1958.0,R2789868,Residential,No,$991,05/07/2023,"$1,410,000",18/06/2023,"$1,550,000"
1660,1660,"46 - 1561 Booth Ave, Coquitlam, BC",2.0,1.0,994 sqft,,Townhouse,1.0,"$1,932",1997.0,R2789779,Residential,Yes,$689,05/07/2023,"$682,000",18/06/2023,"$685,000"
1661,1661,"1059 Stewart Ave, Coquitlam, BC",3.0,2.0,1712 sqft,,Multi Family,3.0,"$3,570",1997.0,R2792607,Residential,No,$758,04/07/2023,"$1,260,000",25/06/2023,"$1,299,000"
1662,1662,"3171 Toba Dr, Coquitlam, BC",4.0,2.0,1815 sqft,,Single Family Residence,3.0,"$3,734",1981.0,R2793686,Residential,No,$779,04/07/2023,"$1,350,000",27/06/2023,"$1,415,000"
1663,1663,"2947 Waterford Pl, Coquitlam, BC",6.0,4.0,3519 sqft,,Single Family Residence,2.0,"$5,483",1992.0,R2790086,Residential,Yes,$539,04/07/2023,"$1,800,000",18/06/2023,"$1,898,000"
1664,1664,"60 - 2978 Whisper Way, Coquitlam, BC",3.0,2.0,1357 sqft,,Townhouse,3.0,"$3,070",2004.0,R2792207,Residential,Yes,$765,04/07/2023,"$1,038,800",25/06/2023,"$1,038,800"
1665,1665,"1302 Kintail Crt, Coquitlam, BC",5.0,3.0,3917 sqft,,Single Family Residence,8.0,"$6,100",2011.0,R2791982,Residential,Yes,$584,04/07/2023,"$2,293,000",22/06/2023,"$2,288,000"
1666,1666,"410 - 516 Foster Ave, Coquitlam, BC",1.0,1.0,731 sqft,,Apartment/Condominium,1.0,"$1,847",2019.0,R2787466,Residential,Yes,$909,03/07/2023,"$640,000",11/06/2023,"$664,900"
1667,1667,"19 - 2590 Panorama Dr, Coquitlam, BC",4.0,3.0,2338 sqft,,Townhouse,2.0,"$3,094",1993.0,R2792764,Residential,Yes,$512,03/07/2023,"$1,164,000",26/06/2023,"$1,199,000"
1668,1668,"86 - 688 Edgar Ave, Coquitlam, BC",2.0,2.0,1279 sqft,,Townhouse,2.0,"$2,702",2008.0,R2792666,Residential,Yes,$702,03/07/2023,"$918,000",25/06/2023,"$898,000"
1669,1669,"1979 Bow Dr, Coquitlam, BC",3.0,2.0,1723 sqft,,Single Family Residence,4.0,"$3,293",1982.0,R2786892,Residential,No,$637,03/07/2023,"$1,207,000",08/06/2023,"$1,099,000"
1670,1670,"3206 - 2955 Atlantic Ave, Coquitlam, BC",2.0,2.0,890 sqft,,Apartment/Condominium,1.0,"$2,275",2013.0,R2783741,Residential,Yes,$897,03/07/2023,"$775,000",31/05/2023,"$799,000"
1671,1671,"1601 - 555 Sydney Ave, Coquitlam, BC",2.0,2.0,761 sqft,,Apartment/Condominium,1.0,,2022.0,R2784066,Residential,Yes,"$1,072",03/07/2023,"$815,900",30/05/2023,"$815,900"
1672,1672,"301 - 1148 Heffley Cres, Coquitlam, BC",1.0,1.0,618 sqft,,Apartment/Condominium,1.0,"$1,384",1999.0,R2774423,Residential,No,$752,03/07/2023,"$459,000",30/04/2023,"$464,888"
1673,1673,"102 - 1196 Pipeline Rd, Coquitlam, BC",2.0,2.0,1249 sqft,,Apartment/Condominium,1.0,"$2,079",1998.0,R2792287,Residential,Yes,$568,03/07/2023,"$735,000",25/06/2023,"$709,900"
1674,1674,"111 - 3421 Queenston Ave, Coquitlam, BC",3.0,2.0,1377 sqft,,Townhouse,2.0,,2024.0,R2791254,Residential,Yes,$795,03/07/2023,"$1,096,200",20/06/2023,"$1,095,000"
1675,1675,"501 Mentmore St, Coquitlam, BC",4.0,2.0,2070 sqft,,Single Family Residence,6.0,"$4,122",1961.0,R2792600,Residential,Yes,$675,03/07/2023,"$1,490,000",25/06/2023,"$1,399,000"
1676,1676,"2209 - 567 Clarke Rd, Coquitlam, BC",2.0,2.0,814 sqft,,Apartment/Condominium,1.0,"$1,886",2021.0,R2787268,Residential,Yes,"$1,044",02/07/2023,"$845,000",11/06/2023,"$849,900"
1677,1677,"3185 Mariner Way, Coquitlam, BC",5.0,3.0,2277 sqft,,Single Family Residence,0.0,"$3,688",1979.0,R2786131,Residential,No,$609,02/07/2023,"$1,305,000",06/06/2023,"$1,388,000"
1678,1678,"406 - 2975 Princess Cres, Coquitlam, BC",2.0,2.0,977 sqft,,Apartment/Condominium,2.0,"$1,889",1993.0,R2785312,Residential,Yes,$633,02/07/2023,"$642,000",04/06/2023,"$618,800"
1679,1679,"1407 - 901 Lougheed Highway, Coquitlam, BC",0.0,1.0,350 sqft,,Apartment/Condominium,1.0,,2023.0,R2783809,Residential,Yes,"$1,225",02/07/2023,"$400,000",30/05/2023,"$429,000"
1680,1680,"402 - 3071 Glen Dr, Coquitlam, BC",3.0,2.0,1429 sqft,,Apartment/Condominium,2.0,"$3,102",1994.0,R2759668,Residential,No,$622,02/07/2023,"$855,000",13/03/2023,"$890,000"
1681,1681,"305 - 202 Lebleu St, Coquitlam, BC",1.0,1.0,725 sqft,,Apartment/Condominium,1.0,"$1,602",2014.0,R2793272,Residential,Yes,$757,02/07/2023,"$540,000",27/06/2023,"$549,000"
1682,1682,"906 - 958 Ridgeway Ave, Coquitlam, BC",1.0,1.0,603 sqft,,Apartment/Condominium,1.0,"$1,645",2014.0,R2792653,Residential,Yes,$959,02/07/2023,"$573,000",27/06/2023,"$578,800"
1683,1683,"103 - 1135 Windsor Mews, Coquitlam, BC",2.0,2.0,884 sqft,,Apartment/Condominium,1.0,"$1,994",2015.0,R2791442,Residential,Yes,$835,01/07/2023,"$730,000",21/06/2023,"$739,000"
1684,1684,"1409 - 525 Foster Ave, Coquitlam, BC",2.0,1.0,728 sqft,,Apartment/Condominium,1.0,"$2,164",2020.0,R2789375,Residential,Yes,"$1,028",01/07/2023,"$726,000",14/06/2023,"$749,000"
1685,1685,"1432 Noons Creek Dr, Coquitlam, BC",7.0,3.0,4038 sqft,,Single Family Residence,6.0,"$5,065",1993.0,R2791849,Residential,Yes,$495,01/07/2023,"$1,995,000",22/06/2023,"$1,999,000"
1686,1686,"41 - 2351 Parkway Blvd, Coquitlam, BC",3.0,2.0,1938 sqft,,Townhouse,4.0,"$3,029",2001.0,R2791391,Residential,Yes,$664,01/07/2023,"$1,250,000",21/06/2023,"$1,288,000"
1687,1687,"612 - 700 Clarke Rd, Coquitlam, BC",2.0,2.0,700 sqft,,Apartment/Condominium,1.0,"$2,076",2021.0,R2785844,Residential,Yes,$971,01/07/2023,"$668,000",06/06/2023,"$679,900"
1688,1688,"1105 - 2978 Glen Dr, Coquitlam, BC",3.0,2.0,1048 sqft,,Apartment/Condominium,1.0,"$2,307",2009.0,R2792219,Residential,Yes,$810,-,-,15/10/2023,"$868,000"
1689,1689,"3407 Darwin Ave, Coquitlam, BC",7.0,3.0,3656 sqft,,Single Family Residence,3.0,"$5,633",2017.0,R2793464,Residential,Yes,$546,30/06/2023,"$1,920,000",27/06/2023,"$1,999,800"
1690,1690,"2362 Austin Ave, Coquitlam, BC",8.0,8.0,5512 sqft,,Single Family Residence,0.0,"$7,851",2021.0,R2768037,Residential,No,$489,30/06/2023,"$2,600,000",11/04/2023,"$2,698,800"
1691,1691,"802 - 595 Austin Ave, Coquitlam, BC",3.0,2.0,1108 sqft,,Apartment/Condominium,2.0,,2022.0,R2783717,Residential,Yes,"$1,026",30/06/2023,"$1,097,000",31/05/2023,"$1,137,000"
1692,1692,"207 - 2959 Silver Springs Blvd, Coquitlam, BC",1.0,1.0,765 sqft,,Apartment/Condominium,1.0,"$2,123",2007.0,R2767459,Residential,Yes,$743,30/06/2023,"$555,000",10/04/2023,"$569,000"
1693,1693,"89 - 145 King Edward St, Coquitlam, BC",3.0,2.0,1152 sqft,,Manufactured Home,4.0,$901,1986.0,R2792806,Residential,No,$346,30/06/2023,"$397,000",26/06/2023,"$399,000"
1694,1694,"1806 - 3080 Lincoln Ave, Coquitlam, BC",1.0,1.0,588 sqft,,Apartment/Condominium,1.0,"$1,658",2016.0,R2792758,Residential,No,"$1,013",30/06/2023,"$586,000",26/06/2023,"$596,000"
1695,1695,"1601 - 3080 Lincoln Ave, Coquitlam, BC",2.0,2.0,845 sqft,,Apartment/Condominium,1.0,"$2,105",2016.0,R2792166,Residential,Yes,$887,30/06/2023,"$750,000",20/06/2023,"$749,800"
1696,1696,"78 - 1561 Booth Ave, Coquitlam, BC",2.0,1.0,877 sqft,,Townhouse,2.0,"$1,789",1997.0,R2787269,Residential,Yes,$716,29/06/2023,"$625,000",11/06/2023,"$628,000"
1697,1697,"1407 - 657 Whiting Way, Coquitlam, BC",2.0,2.0,964 sqft,,Apartment/Condominium,1.0,"$2,533",2020.0,R2787576,Residential,Yes,$880,29/06/2023,"$835,000",11/06/2023,"$849,000"
1698,1698,"6 - 307 Begin St, Coquitlam, BC",2.0,2.0,1265 sqft,,Townhouse,1.0,"$2,751",2012.0,R2791761,Residential,Yes,$750,29/06/2023,"$924,500",20/06/2023,"$950,000"
1699,1699,"3013 Pasture Cir, Coquitlam, BC",4.0,3.0,3940 sqft,,Single Family Residence,8.0,"$5,091",1983.0,R2790952,Residential,Yes,$494,29/06/2023,"$1,940,000",20/06/2023,"$1,950,000"
1700,1700,"150 - 548 Foster Ave, Coquitlam, BC",4.0,3.0,1622 sqft,,Townhouse,3.0,"$3,647",2015.0,R2785281,Residential,Yes,$832,29/06/2023,"$1,330,000",05/06/2023,"$1,349,800"
1701,1701,"101 - 3450 David Ave, Coquitlam, BC",5.0,4.0,2736 sqft,,Townhouse,4.0,"$4,745",2015.0,R2793024,Residential,Yes,$603,29/06/2023,"$1,640,000",26/06/2023,"$1,649,900"
1702,1702,"506 - 1045 Austin Ave, Coquitlam, BC",1.0,1.0,505 sqft,,Apartment/Condominium,1.0,,2023.0,R2788953,Residential,Yes,"$1,138",29/06/2023,"$565,000",14/06/2023,"$575,000"
1703,1703,"202 - 3420 Queenston Ave, Coquitlam, BC",3.0,2.0,1830 sqft,,Townhouse,2.0,,2025.0,R2774889,Residential,Yes,$688,28/06/2023,"$1,259,900",03/05/2023,"$1,259,900"
1704,1704,"100 - 3096 Windsor Gate, Coquitlam, BC",3.0,2.0,1401 sqft,,Townhouse,1.0,"$3,110",2019.0,R2793035,Residential,Yes,$784,28/06/2023,"$1,099,000",26/06/2023,"$1,099,000"
1705,1705,"113 - 2995 Princess Cres, Coquitlam, BC",2.0,2.0,1180 sqft,,Apartment/Condominium,2.0,"$1,886",1993.0,R2790979,Residential,Yes,$575,28/06/2023,"$668,000",20/06/2023,"$679,000"
1706,1706,"109 - 1190 Eastwood St, Coquitlam, BC",1.0,1.0,779 sqft,,Apartment/Condominium,1.0,"$1,381",1995.0,R2779517,Residential,Yes,$622,28/06/2023,"$480,000",18/05/2023,"$484,800"
1707,1707,"1316 Sherman St, Coquitlam, BC",5.0,3.0,2910 sqft,,Single Family Residence,0.0,"$4,625",1989.0,R2793385,Residential,Yes,$618,28/06/2023,"$1,800,000",24/06/2023,"$1,799,000"
1708,1708,"706 - 1196 Pipeline Rd, Coquitlam, BC",2.0,2.0,1117 sqft,,Apartment/Condominium,1.0,"$2,080",1998.0,R2786878,Residential,Yes,$635,28/06/2023,"$700,000",07/06/2023,"$709,900"
1709,1709,"37 - 1751 Paddock Dr, Coquitlam, BC",4.0,3.0,2713 sqft,,Townhouse,2.0,"$3,789",1998.0,R2790331,Residential,Yes,$508,28/06/2023,"$1,420,000",19/06/2023,"$1,380,000"
1710,1710,"3510 Princeton Ave, Coquitlam, BC",5.0,3.0,3613 sqft,,Single Family Residence,4.0,"$5,643",2014.0,R2792598,Residential,Yes,$581,28/06/2023,"$2,075,000",26/06/2023,"$2,100,000"
1711,1711,"212 - 522 Smith Ave, Coquitlam, BC",2.0,2.0,888 sqft,,Apartment/Condominium,2.0,"$1,772",1999.0,R2789594,Residential,Yes,$730,28/06/2023,"$636,000",15/06/2023,"$649,000"
1712,1712,"414 - 1200 Pacific St, Coquitlam, BC",2.0,1.0,926 sqft,,Apartment/Condominium,1.0,"$1,503",1983.0,R2787705,Residential,Yes,$556,27/06/2023,"$514,900",11/06/2023,"$514,900"
1713,1713,"867 Shasta Crt, Coquitlam, BC",5.0,4.0,3986 sqft,,Single Family Residence,2.0,"$7,170",1961.0,R2790149,Residential,Yes,$626,27/06/2023,"$2,541,000",18/06/2023,"$2,499,000"
1714,1714,"1103 - 530 Whiting Way, Coquitlam, BC",1.0,1.0,548 sqft,,Apartment/Condominium,1.0,"$1,681",2019.0,R2787396,Residential,Yes,"$1,021",27/06/2023,"$560,000",11/06/2023,"$560,000"
1715,1715,"1557 Tanglewood Lane, Coquitlam, BC",5.0,3.0,3755 sqft,,Single Family Residence,4.0,"$4,804",1993.0,R2790986,Residential,Yes,$479,27/06/2023,"$1,700,000",20/06/2023,"$1,799,800"
1716,1716,"3038 Sienna Crt, Coquitlam, BC",7.0,3.0,3833 sqft,,Single Family Residence,4.0,"$5,695",1999.0,R2791119,Residential,Yes,$521,27/06/2023,"$2,052,000",19/06/2023,"$1,999,000"
1717,1717,"1299 Daimler St, Coquitlam, BC",4.0,2.0,2047 sqft,,Single Family Residence,4.0,"$4,050",1987.0,R2789676,Residential,Yes,$732,27/06/2023,"$1,485,000",18/06/2023,"$1,499,900"
1718,1718,"24 - 1320 Riley St, Coquitlam, BC",2.0,2.0,1245 sqft,,Townhouse,2.0,"$2,709",2013.0,R2782677,Residential,No,$763,27/06/2023,"$935,000",29/05/2023,"$950,000"
1719,1719,"949 Lillian St, Coquitlam, BC",8.0,5.0,4993 sqft,,Single Family Residence,8.0,"$8,463",1948.0,R2766411,Residential,Yes,$638,27/06/2023,"$3,090,000",10/04/2023,"$3,189,000"
1720,1720,"2302 - 1045 Austin Ave, Coquitlam, BC",1.0,1.0,627 sqft,,Apartment/Condominium,1.0,,2023.0,R2788858,Residential,Yes,"$1,098",27/06/2023,"$688,800",13/06/2023,"$688,800"
1721,1721,"502 - 1045 Austin Ave, Coquitlam, BC",2.0,2.0,803 sqft,,Apartment/Condominium,2.0,,2023.0,R2775066,Residential,Yes,"$1,019",26/06/2023,"$808,000",10/05/2023,"$818,888"
