,Unnamed: 0,address,beds,bath,area,maintenance,type,parking,taxes,built,mlsNumber,levels,garage,pricePerSqFt,soldDate,soldPrice,listingDate,listingPrice
1125,1125,"1203 - 530 Whiting Way, Coquitlam, BC",1.0,1.0,548 sqft,,Apartment/Condominium,1.0,"$1,691",2019.0,R2826124,Residential,Yes,"$1,001",23/10/2023,"$555,000",18/10/2023,"$549,000"
1126,1126,"306 - 618 Langside Ave, Coquitlam, BC",1.0,1.0,628 sqft,,Townhouse,1.0,"$1,681",2013.0,R2825258,Residential,Yes,$859,23/10/2023,"$570,000",15/10/2023,"$540,000"
1127,1127,"175 - 145 King Edward St, Coquitlam, BC",3.0,1.0,1219 sqft,,Manufactured Home,2.0,$770,1987.0,R2812021,Residential,No,$318,22/10/2023,"$377,000",31/08/2023,"$388,000"
1128,1128,"837 Stewart Ave, Coquitlam, BC",3.0,2.0,2130 sqft,,Single Family Residence,2.0,"$4,191",1956.0,R2823590,Residential,No,$703,22/10/2023,"$1,462,000",10/10/2023,"$1,499,000"
1129,1129,"1062 Quadling Ave, Coquitlam, BC",3.0,2.0,1603 sqft,,Multi Family,6.0,"$3,616",2004.0,R2824753,Residential,Yes,$623,22/10/2023,"$1,250,000",15/10/2023,"$1,000,000"
1130,1130,"406 - 1150 Kensal Pl, Coquitlam, BC",2.0,2.0,851 sqft,,Apartment/Condominium,2.0,"$1,981",2012.0,R2821809,Residential,Yes,$857,22/10/2023,"$715,000",03/10/2023,"$730,000"
1131,1131,"1108 - 1148 Heffley Cres, Coquitlam, BC",2.0,2.0,867 sqft,,Apartment/Condominium,1.0,"$1,206",1999.0,R2825000,Residential,Yes,$633,22/10/2023,"$625,000",13/10/2023,"$549,000"
1132,1132,"413 - 617 Smith Ave, Coquitlam, BC",1.0,1.0,614 sqft,,Apartment/Condominium,1.0,"$1,622",2013.0,R2820448,Residential,Yes,$893,22/10/2023,"$530,000",27/09/2023,"$548,800"
1133,1133,"122 - 2998 Robson Dr, Coquitlam, BC",4.0,2.0,2226 sqft,,Townhouse,2.0,"$3,244",1994.0,R2806449,Residential,Yes,$537,22/10/2023,"$1,215,000",10/08/2023,"$1,195,500"
1134,1134,"316 - 648 Lea Ave, Coquitlam, BC",2.0,2.0,769 sqft,,Apartment/Condominium,1.0,,2023.0,R2825084,Residential,Yes,$910,21/10/2023,"$690,000",15/10/2023,"$699,900"
1135,1135,"309 - 501 Cochrane Ave, Coquitlam, BC",2.0,2.0,1151 sqft,,Apartment/Condominium,0.0,"$1,981",1990.0,R2809686,Residential,Yes,$586,21/10/2023,"$657,500",22/08/2023,"$675,000"
1136,1136,"18 - 205 Lebleu St, Coquitlam, BC",2.0,1.0,1169 sqft,,Apartment/Condominium,2.0,"$1,648",1996.0,R2826121,Residential,Yes,$573,21/10/2023,"$670,000",19/10/2023,"$670,000"
1137,1137,"1003 - 3100 Windsor Gate, Coquitlam, BC",2.0,2.0,933 sqft,,Apartment/Condominium,1.0,"$2,516",2018.0,R2823298,Residential,Yes,$930,21/10/2023,"$815,000",09/10/2023,"$868,000"
1138,1138,"206 - 2957 Glen Dr, Coquitlam, BC",2.0,2.0,1219 sqft,,Apartment/Condominium,1.0,"$2,376",2011.0,R2823268,Residential,Yes,$684,21/02/2024,"$880,000",17/02/2024,"$874,900"
1139,1139,"1302 - 3071 Glen Dr, Coquitlam, BC",1.0,1.0,707 sqft,,Apartment/Condominium,1.0,"$1,423",1994.0,R2817181,Residential,Yes,$776,19/10/2023,"$538,000",18/09/2023,"$549,000"
1140,1140,"34 - 98 Begin St, Coquitlam, BC",2.0,1.0,986 sqft,,Townhouse,1.0,"$1,712",1988.0,R2825551,Residential,No,$627,19/10/2023,"$631,000",16/10/2023,"$619,000"
1141,1141,"2582 Burian Dr, Coquitlam, BC",3.0,1.0,1227 sqft,,Single Family Residence,3.0,"$3,177",1980.0,R2820311,Residential,No,$794,-,Not Sold Yet,07/07/2024,"$1,225,880"
1142,1142,"303 - 2951 Silver Springs Blvd, Coquitlam, BC",2.0,2.0,1139 sqft,,Apartment/Condominium,1.0,"$2,150",2007.0,R2822959,Residential,Yes,$671,14/10/2023,"$765,000",05/10/2023,"$765,000"
1143,1143,"1502 - 1178 Heffley Cres, Coquitlam, BC",2.0,2.0,956 sqft,,Apartment/Condominium,1.0,"$2,004",2008.0,R2783651,Residential,Yes,$825,14/10/2023,"$770,000",28/05/2023,"$789,000"
1144,1144,"859 Kinsac St, Coquitlam, BC",4.0,2.0,2208 sqft,,Single Family Residence,5.0,"$4,925",1959.0,R2824020,Residential,Yes,$905,14/10/2023,"$1,900,000",10/10/2023,"$1,999,900"
1145,1145,"336 Finnigan St, Coquitlam, BC",7.0,3.0,3982 sqft,,Single Family Residence,6.0,"$5,535",1990.0,R2822161,Residential,Yes,$476,14/10/2023,"$1,955,000",02/10/2023,"$1,899,000"
1146,1146,"109 - 607 Cottonwood Ave, Coquitlam, BC",2.0,2.0,943 sqft,,Apartment/Condominium,1.0,"$2,115",2017.0,R2816197,Residential,Yes,$931,14/10/2023,"$781,000",14/09/2023,"$878,000"
1147,1147,"3103 - 3080 Lincoln Ave, Coquitlam, BC",1.0,1.0,638 sqft,,Apartment/Condominium,1.0,"$1,999",2016.0,R2810312,Residential,Yes,"$1,000",13/10/2023,"$615,000",27/08/2023,"$638,000"
1148,1148,"317 - 648 Lea Ave, Coquitlam, BC",1.0,1.0,575 sqft,,Apartment/Condominium,1.0,,2023.0,R2819939,Residential,Yes,$982,13/10/2023,"$555,000",26/09/2023,"$565,000"
1149,1149,"15 - 1216 Johnson St, Coquitlam, BC",3.0,2.0,1872 sqft,,Townhouse,3.0,"$2,996",1990.0,R2821087,Residential,Yes,$534,08/10/2023,"$1,151,000",01/10/2023,"$999,900"
1150,1150,"901 Edgar Ave, Coquitlam, BC",4.0,2.0,1736 sqft,,Single Family Residence,4.0,"$4,853",1970.0,R2800073,Residential,No,"$1,425",08/10/2023,"$2,250,000",18/07/2023,"$2,475,000"
1151,1151,"1365 Glenbrook St, Coquitlam, BC",4.0,3.0,2711 sqft,,Single Family Residence,8.0,"$5,852",2013.0,R2819602,Residential,Yes,$719,08/10/2023,"$1,890,000",25/09/2023,"$1,949,900"
1152,1152,"1001 - 728 Farrow St, Coquitlam, BC",2.0,2.0,1196 sqft,,Apartment/Condominium,1.0,"$2,079",1991.0,R2822600,Residential,Yes,$560,08/10/2023,"$710,000",04/10/2023,"$670,000"
1153,1153,"502 - 711 Breslay St, Coquitlam, BC",2.0,2.0,863 sqft,,Apartment/Condominium,2.0,"$2,213",2017.0,R2815407,Residential,Yes,$880,08/10/2023,"$740,000",12/09/2023,"$759,900"
1154,1154,"952 Dansey Ave, Coquitlam, BC",3.0,1.0,1710 sqft,,Single Family Residence,0.0,"$4,780",1947.0,R2816729,Residential,Yes,"$1,396",07/10/2023,"$2,310,000",12/09/2023,"$2,388,000"
1155,1155,"609 - 3080 Lincoln Ave, Coquitlam, BC",1.0,1.0,602 sqft,,Apartment/Condominium,1.0,"$1,602",2016.0,R2819472,Residential,Yes,$963,07/10/2023,"$575,000",25/09/2023,"$579,900"
1156,1156,"406 - 2968 Silver Springs Blvd, Coquitlam, BC",2.0,2.0,850 sqft,,Apartment/Condominium,2.0,"$1,860",2005.0,R2822204,Residential,Yes,$798,07/10/2023,"$665,000",03/10/2023,"$678,800"
1157,1157,"642 Lost Lake Dr, Coquitlam, BC",3.0,2.0,1619 sqft,,Single Family Residence,3.0,"$3,616",1986.0,R2811521,Residential,Yes,$802,02/10/2023,"$1,250,000",04/09/2023,"$1,299,000"
1158,1158,"1103 - 2980 Atlantic Ave, Coquitlam, BC",2.0,2.0,901 sqft,,Apartment/Condominium,1.0,"$1,607",2009.0,R2816693,Residential,Yes,$819,01/10/2023,"$725,000",16/09/2023,"$738,800"
1159,1159,"204 - 932 Robinson St, Coquitlam, BC",2.0,1.0,1013 sqft,,Apartment/Condominium,1.0,"$1,621",1983.0,R2818905,Residential,Yes,$582,01/10/2023,"$580,000",24/09/2023,"$589,900"
1160,1160,"409 - 2970 Princess Cres, Coquitlam, BC",1.0,1.0,725 sqft,,Apartment/Condominium,1.0,"$1,443",1995.0,R2820200,Residential,Yes,$730,01/10/2023,"$515,000",27/09/2023,"$529,900"
1161,1161,"3233 Dunkirk Ave, Coquitlam, BC",4.0,2.0,1878 sqft,,Single Family Residence,4.0,"$3,952",1979.0,R2819213,Residential,Yes,$691,01/10/2023,"$1,430,000",21/09/2023,"$1,299,000"
1162,1162,"1003 - 728 Farrow St, Coquitlam, BC",2.0,2.0,1220 sqft,,Apartment/Condominium,1.0,"$2,128",1991.0,R2818457,Residential,Yes,$553,01/10/2023,"$715,000",24/09/2023,"$675,000"
1163,1163,"213 - 648 Lea Ave, Coquitlam, BC",1.0,1.0,612 sqft,,Apartment/Condominium,1.0,,2023.0,R2820625,Residential,Yes,$947,01/10/2023,"$590,000",28/09/2023,"$579,900"
1164,1164,"108 - 618 Como Lake Ave, Coquitlam, BC",2.0,2.0,751 sqft,,Apartment/Condominium,1.0,"$1,755",2013.0,R2816942,Residential,Yes,$836,01/10/2023,"$620,000",17/09/2023,"$628,000"
1165,1165,"635 Colinet St, Coquitlam, BC",4.0,2.0,2137 sqft,,Single Family Residence,5.0,"$5,026",1965.0,R2815620,Residential,Yes,$794,01/10/2023,"$1,618,729",13/09/2023,"$1,698,888"
1166,1166,"416 - 645 Como Lake Ave, Coquitlam, BC",1.0,1.0,512 sqft,,Apartment/Condominium,1.0,,2023.0,R2813485,Residential,Yes,"$1,070",01/10/2023,"$504,761",07/09/2023,"$548,000"
1167,1167,"2702 - 2975 Atlantic Ave, Coquitlam, BC",2.0,1.0,696 sqft,,Apartment/Condominium,1.0,"$1,896",2014.0,R2818317,Residential,Yes,$918,01/10/2023,"$640,000",24/09/2023,"$639,000"
1168,1168,"227 - 715 Ducklow St, Coquitlam, BC",3.0,2.0,1321 sqft,,Townhouse,2.0,,2024.0,R2822496,Residential,Yes,$908,01/10/2023,"$1,199,900",30/09/2023,"$1,199,900"
1169,1169,"1466 Strawline Hill St, Coquitlam, BC",7.0,5.0,4782 sqft,,Single Family Residence,6.0,"$7,330",2018.0,R2779929,Residential,Yes,$533,27/09/2023,"$2,420,000",22/05/2023,"$2,550,000"
1170,1170,"619 Adler Ave, Coquitlam, BC",5.0,3.0,1995 sqft,,Single Family Residence,6.0,"$6,322",1972.0,R2791779,Residential,No,$827,27/09/2023,"$1,600,000",21/06/2023,"$1,650,000"
1171,1171,"806 - 530 Whiting Way, Coquitlam, BC",3.0,2.0,988 sqft,,Apartment/Condominium,2.0,"$2,650",2019.0,R2816797,Residential,Yes,$909,27/09/2023,"$858,000",17/09/2023,"$899,000"
1172,1172,"306 - 1045 Austin Ave, Coquitlam, BC",2.0,2.0,1047 sqft,,Apartment/Condominium,1.0,$704,2023.0,R2814907,Residential,Yes,$848,26/09/2023,"$855,000",11/09/2023,"$888,000"
1173,1173,"409 - 648 Lea Ave, Coquitlam, BC",1.0,1.0,626 sqft,,Apartment/Condominium,1.0,,2023.0,R2815464,Residential,Yes,$958,26/09/2023,"$602,500",10/09/2023,"$599,800"
1174,1174,"1517 Shore View Pl, Coquitlam, BC",6.0,3.0,3911 sqft,,Single Family Residence,4.0,"$5,963",2013.0,R2788827,Residential,Yes,$511,26/09/2023,"$1,958,000",13/06/2023,"$1,999,000"
1175,1175,"1139 Woodbine Pl, Coquitlam, BC",4.0,3.0,2090 sqft,,Single Family Residence,4.0,"$4,452",1988.0,R2818116,Residential,Yes,$669,,,,"$1,398,800"
1176,1176,"3151 Plimsoll St, Coquitlam, BC",4.0,4.0,3577 sqft,,Single Family Residence,6.0,"$5,210",1974.0,R2816810,Residential,Yes,$556,25/09/2023,"$2,000,000",17/09/2023,"$1,990,000"
1177,1177,"64 - 2865 Glen Dr, Coquitlam, BC",2.0,2.0,1329 sqft,,Single Family Residence,2.0,"$3,437",1988.0,R2817887,Residential,Yes,$826,25/09/2023,"$1,161,111",19/09/2023,"$1,098,000"
1178,1178,"206 - 2958 Whisper Way, Coquitlam, BC",2.0,2.0,975 sqft,,Apartment/Condominium,2.0,"$2,023",2005.0,R2818201,Residential,Yes,$777,25/09/2023,"$750,000",19/09/2023,"$758,000"
1179,1179,"2515 Channel Crt, Coquitlam, BC",4.0,3.0,2632 sqft,,Single Family Residence,6.0,"$4,824",1978.0,R2816420,Residential,Yes,$683,25/09/2023,"$1,850,000",17/09/2023,"$1,799,999"
1180,1180,"3208 - 450 Westview St, Coquitlam, BC",2.0,2.0,842 sqft,,Apartment/Condominium,1.0,"$2,764",2021.0,R2787377,Residential,Yes,"$1,140",25/09/2023,"$940,000",11/06/2023,"$959,900"
1181,1181,"240 - 715 Ducklow St, Coquitlam, BC",3.0,2.0,1602 sqft,,Townhouse,2.0,,2024.0,R2805883,Residential,Yes,$892,25/09/2023,"$1,429,900",08/08/2023,"$1,429,900"
1182,1182,"199 - 3105 Dayanee Springs Blvd, Coquitlam, BC",3.0,2.0,1427 sqft,,Townhouse,3.0,"$2,813",2010.0,R2817158,Residential,Yes,$700,25/09/2023,"$1,055,000",18/09/2023,"$999,800"
1183,1183,"2416 Magellan Crt, Coquitlam, BC",3.0,2.0,2166 sqft,,Single Family Residence,4.0,"$4,432",1989.0,R2814110,Residential,Yes,$733,25/09/2023,"$1,580,000",10/09/2023,"$1,588,800"
1184,1184,"1402 - 2980 Atlantic Ave, Coquitlam, BC",2.0,2.0,870 sqft,,Apartment/Condominium,1.0,"$2,095",2009.0,R2816357,Residential,Yes,$804,25/09/2023,"$720,000",17/09/2023,"$699,800"
1185,1185,"1052 Alderson Ave, Coquitlam, BC",3.0,2.0,2034 sqft,,Multi Family,3.0,"$3,290",1996.0,R2807174,Residential,Yes,$663,25/09/2023,"$1,333,000",14/08/2023,"$1,349,900"
1186,1186,"110 - 1045 Howie Ave, Coquitlam, BC",1.0,1.0,603 sqft,,Apartment/Condominium,1.0,"$1,029",1970.0,R2817161,Residential,Yes,$694,25/09/2023,"$430,000",18/09/2023,"$419,000"
1187,1187,"3202 - 2955 Atlantic Ave, Coquitlam, BC",2.0,2.0,789 sqft,,Apartment/Condominium,1.0,"$2,161",2013.0,R2818306,Residential,Yes,$949,25/09/2023,"$708,000",20/09/2023,"$749,000"
1188,1188,"549 Berry St, Coquitlam, BC",4.0,3.0,2989 sqft,,Single Family Residence,6.0,"$5,310",1963.0,R2816711,Residential,Yes,$701,24/09/2023,"$2,225,000",17/09/2023,"$2,098,000"
1189,1189,"13 - 1486 Johnson St, Coquitlam, BC",3.0,2.0,1618 sqft,,Townhouse,4.0,"$3,226",1999.0,R2809911,Residential,Yes,$642,24/09/2023,"$998,000",27/08/2023,"$1,039,988"
1190,1190,"907 - 652 Whiting Way, Coquitlam, BC",2.0,2.0,969 sqft,,Apartment/Condominium,1.0,"$2,520",2020.0,R2816541,Residential,Yes,$824,24/09/2023,"$813,600",17/09/2023,"$798,600"
1191,1191,"2106 - 2980 Atlantic Ave, Coquitlam, BC",2.0,2.0,847 sqft,,Apartment/Condominium,1.0,"$2,105",2009.0,R2815639,Residential,Yes,$825,24/09/2023,"$665,000",12/09/2023,"$698,800"
1192,1192,"311 - 741 Anskar Crt, Coquitlam, BC",1.0,1.0,570 sqft,,Apartment/Condominium,1.0,,2023.0,R2812501,Residential,Yes,"$1,008",24/09/2023,"$565,000",05/09/2023,"$575,000"
1193,1193,"418 - 599 Dansey Ave, Coquitlam, BC",1.0,1.0,507 sqft,,Apartment/Condominium,1.0,,2024.0,R2798044,Residential,Yes,"$1,005",24/09/2023,"$500,000",13/07/2023,"$510,000"
1194,1194,"845 Smith Ave, Coquitlam, BC",4.0,2.0,2474 sqft,,Single Family Residence,6.0,"$4,634",1949.0,R2817171,Residential,Yes,$727,24/09/2023,"$1,711,800",18/09/2023,"$1,799,000"
1195,1195,"2111 Foster Ave, Coquitlam, BC",3.0,1.0,2197 sqft,,Single Family Residence,4.0,"$4,344",1965.0,R2816354,Residential,No,$727,23/09/2023,"$1,605,000",17/09/2023,"$1,599,000"
1196,1196,"1264 Brian Dr, Coquitlam, BC",3.0,1.0,1616 sqft,,Single Family Residence,3.0,"$3,469",1983.0,R2817155,Residential,No,$741,,,,"$1,199,000"
1197,1197,"1805 - 525 Foster Ave, Coquitlam, BC",1.0,1.0,518 sqft,,Apartment/Condominium,1.0,"$1,678",2020.0,R2814541,Residential,Yes,"$1,212",23/09/2023,"$596,000",11/09/2023,"$628,000"
1198,1198,"209 - 808 Gauthier Ave, Coquitlam, BC",1.0,1.0,545 sqft,,Apartment/Condominium,1.0,"$1,720",2022.0,R2817654,Residential,Yes,$972,22/09/2023,"$515,000",18/09/2023,"$529,900"
1199,1199,"116 - 3525 Chandler St, Coquitlam, BC",3.0,2.0,1514 sqft,,Townhouse,2.0,"$2,993",2017.0,R2812273,Residential,Yes,$699,22/09/2023,"$999,999",04/09/2023,"$1,059,000"
1200,1200,"2705 - 612 Elmwood St, Coquitlam, BC",1.0,1.0,565 sqft,,Apartment/Condominium,1.0,,2027.0,R2818573,Residential,Yes,"$1,309",22/09/2023,"$739,900",20/09/2023,"$739,900"
1201,1201,"601 - 612 Elmwood St, Coquitlam, BC",1.0,1.0,583 sqft,,Apartment/Condominium,1.0,,2027.0,R2818595,Residential,Yes,"$1,183",22/09/2023,"$689,900",18/09/2023,"$689,900"
1202,1202,"146 Finnigan St, Coquitlam, BC",4.0,2.0,2165 sqft,,Single Family Residence,3.0,"$4,292",1968.0,R2802209,Residential,No,$678,22/09/2023,"$1,425,000",26/07/2023,"$1,469,990"
1203,1203,"304 - 648 Lea Ave, Coquitlam, BC",2.0,2.0,769 sqft,,Apartment/Condominium,1.0,,2023.0,R2815660,Residential,Yes,$955,22/09/2023,"$718,000",11/09/2023,"$734,900"
1204,1204,"211 - 3550 Mcvicar Crt, Coquitlam, BC",3.0,2.0,1220 sqft,,Townhouse,2.0,,2026.0,R2818567,Residential,Yes,$835,22/09/2023,"$1,019,900",20/09/2023,"$1,019,900"
1205,1205,"583 Delestre Ave, Coquitlam, BC",3.0,2.0,1259 sqft,,Townhouse,2.0,"$2,650",2009.0,R2816960,Residential,Yes,$873,22/09/2023,"$1,099,500",17/09/2023,"$1,100,000"
1206,1206,"408 - 555 Foster Ave, Coquitlam, BC",1.0,1.0,605 sqft,,Apartment/Condominium,1.0,"$1,606",2012.0,R2816395,Residential,Yes,$923,22/09/2023,"$552,000",17/09/2023,"$559,000"
1207,1207,"303 - 511 Rochester Ave, Coquitlam, BC",1.0,1.0,771 sqft,,Apartment/Condominium,1.0,"$1,717",2007.0,R2817290,Residential,Yes,$713,22/09/2023,"$558,000",18/09/2023,"$549,900"
1208,1208,"707 - 691 North Rd, Coquitlam, BC",2.0,1.0,578 sqft,,Apartment/Condominium,1.0,"$1,651",2019.0,R2810142,Residential,Yes,"$1,000",21/09/2023,"$569,000",27/08/2023,"$578,000"
1209,1209,"187 - 3550 Mcvicar Crt, Coquitlam, BC",2.0,2.0,913 sqft,,Townhouse,2.0,,2026.0,R2818564,Residential,Yes,$904,21/09/2023,"$825,900",20/09/2023,"$825,900"
1210,1210,"2523 Platinum Lane, Coquitlam, BC",4.0,3.0,2870 sqft,,Single Family Residence,4.0,"$4,687",2001.0,R2816888,Residential,Yes,$618,21/09/2023,"$1,775,000",17/09/2023,"$1,775,000"
1211,1211,"114 - 3550 Mcvicar Crt, Coquitlam, BC",2.0,2.0,884 sqft,,Townhouse,2.0,,2027.0,R2818531,Residential,Yes,$893,21/09/2023,"$789,900",20/09/2023,"$789,900"
1212,1212,"1102 - 2975 Atlantic Ave, Coquitlam, BC",2.0,1.0,713 sqft,,Apartment/Condominium,1.0,"$1,805",2014.0,R2812123,Residential,Yes,$908,21/09/2023,"$628,000",04/09/2023,"$648,000"
1213,1213,"311 - 645 Como Lake Ave, Coquitlam, BC",1.0,1.0,526 sqft,,Apartment/Condominium,1.0,,2023.0,R2810543,Residential,Yes,"$1,062",21/09/2023,"$538,000",28/08/2023,"$559,000"
1214,1214,"603 - 530 Whiting Way, Coquitlam, BC",1.0,1.0,548 sqft,,Apartment/Condominium,1.0,"$1,651",2019.0,R2814466,Residential,Yes,"$1,032",21/09/2023,"$555,000",11/09/2023,"$565,800"
1215,1215,"160 - 3550 Mcvicar Crt, Coquitlam, BC",3.0,2.0,1323 sqft,,Townhouse,2.0,,2026.0,R2818541,Residential,Yes,$823,20/09/2023,"$1,089,900",20/09/2023,"$1,089,900"
1216,1216,"2107 - 668 Whiting Way, Coquitlam, BC",2.0,2.0,921 sqft,,Apartment/Condominium,1.0,,2026.0,R2795146,Residential,Yes,"$1,045",20/09/2023,"$962,900",04/07/2023,"$962,900"
1217,1217,"1697 Deer's Leap Pl, Coquitlam, BC",8.0,5.0,6326 sqft,,Single Family Residence,6.0,"$7,957",1996.0,R2817308,Residential,Yes,$456,19/09/2023,"$2,839,000",18/09/2023,"$2,888,000"
1218,1218,"401 - 617 Smith Ave, Coquitlam, BC",1.0,1.0,674 sqft,,Apartment/Condominium,1.0,"$1,727",2013.0,R2814683,Residential,Yes,$888,19/09/2023,"$593,000",10/09/2023,"$599,000"
1219,1219,"309 - 3050 Dayanee Springs Blvd, Coquitlam, BC",1.0,1.0,718 sqft,,Apartment/Condominium,2.0,"$1,516",2008.0,R2811749,Residential,Yes,$800,18/09/2023,"$565,000",04/09/2023,"$574,900"
1220,1220,"413 - 648 Lea Ave, Coquitlam, BC",1.0,1.0,611 sqft,,Apartment/Condominium,1.0,,2023.0,R2814990,Residential,Yes,$980,18/09/2023,"$603,999",11/09/2023,"$599,000"
1221,1221,"403 - 750 Dogwood St, Coquitlam, BC",3.0,2.0,919 sqft,,Apartment/Condominium,1.0,"$2,603",2022.0,R2806828,Residential,Yes,$870,18/09/2023,"$818,000",13/08/2023,"$799,900"
1222,1222,"20 - 2978 Whisper Way, Coquitlam, BC",3.0,2.0,1374 sqft,,Townhouse,2.0,"$2,777",2004.0,R2813464,Residential,Yes,$748,18/09/2023,"$1,025,000",07/09/2023,"$1,028,000"
1223,1223,"630 Nicola Ave, Coquitlam, BC",5.0,3.0,3685 sqft,,Single Family Residence,8.0,"$5,597",1996.0,R2814128,Residential,Yes,$593,18/09/2023,"$2,186,000",10/09/2023,"$2,188,888"
1224,1224,"1131 Winslow Ave, Coquitlam, BC",4.0,2.0,1947 sqft,,Single Family Residence,3.0,"$5,045",1966.0,R2815365,Residential,No,$872,18/09/2023,"$1,705,000",12/09/2023,"$1,699,000"
1225,1225,"506 - 648 Lea Ave, Coquitlam, BC",2.0,2.0,696 sqft,,Apartment/Condominium,1.0,,2023.0,R2810940,Residential,Yes,"$1,063",17/09/2023,"$715,000",30/08/2023,"$739,900"
1226,1226,"407 - 648 Lea Ave, Coquitlam, BC",2.0,2.0,724 sqft,,Apartment/Condominium,1.0,,2023.0,R2814831,Residential,Yes,$937,17/09/2023,"$673,000",11/09/2023,"$679,000"
1227,1227,"1807 - 901 Lougheed Highway, Coquitlam, BC",0.0,1.0,350 sqft,,Apartment/Condominium,1.0,,2023.0,R2816023,Residential,Yes,"$1,285",17/09/2023,"$437,000",14/09/2023,"$449,900"
1228,1228,"603 - 1188 Pinetree Way, Coquitlam, BC",1.0,1.0,576 sqft,,Apartment/Condominium,1.0,"$1,580",2016.0,R2814195,Residential,Yes,"$1,039",17/09/2023,"$578,000",10/09/2023,"$599,000"
1229,1229,"109 - 2958 Whisper Way, Coquitlam, BC",3.0,2.0,1309 sqft,,Apartment/Condominium,2.0,"$2,516",2005.0,R2814961,Residential,Yes,$663,17/09/2023,"$926,000",11/09/2023,"$869,000"
1230,1230,"2012 Turnberry Lane, Coquitlam, BC",6.0,4.0,4295 sqft,,Single Family Residence,4.0,"$5,731",2002.0,R2814911,Residential,Yes,$414,17/09/2023,"$1,795,000",11/09/2023,"$1,780,000"
1231,1231,"2925 Valleyvista Dr, Coquitlam, BC",6.0,4.0,3689 sqft,,Single Family Residence,2.0,"$4,827",1990.0,R2814462,Residential,Yes,$477,17/09/2023,"$1,680,000",11/09/2023,"$1,760,000"
1232,1232,"57 - 206 Laval St, Coquitlam, BC",3.0,2.0,1206 sqft,,Townhouse,2.0,"$1,929",1993.0,R2815290,Residential,Yes,$579,17/09/2023,"$738,000",12/09/2023,"$699,000"
1233,1233,"509 - 621 Regan Ave, Coquitlam, BC",1.0,1.0,578 sqft,,Apartment/Condominium,1.0,"$1,749",2020.0,R2812731,Residential,Yes,"$1,001",17/09/2023,"$565,000",05/09/2023,"$579,000"
1234,1234,"109 - 545 Foster Ave, Coquitlam, BC",3.0,2.0,987 sqft,,Apartment/Condominium,1.0,"$2,255",2013.0,R2814484,Residential,Yes,$810,17/09/2023,"$799,000",10/09/2023,"$799,900"
1235,1235,"154 - 2979 Panorama Dr, Coquitlam, BC",3.0,3.0,2873 sqft,,Townhouse,4.0,"$3,783",1998.0,R2795316,Residential,Yes,$504,17/09/2023,"$1,388,000",03/07/2023,"$1,449,000"
1236,1236,"663 Florence St, Coquitlam, BC",4.0,2.0,2493 sqft,,Single Family Residence,6.0,"$5,568",1972.0,R2813556,Residential,Yes,$857,17/09/2023,"$2,100,000",10/09/2023,"$2,138,000"
1237,1237,"802 - 460 Westview St, Coquitlam, BC",1.0,1.0,657 sqft,,Apartment/Condominium,1.0,"$1,304",1984.0,R2814896,Residential,Yes,$759,17/09/2023,"$499,000",11/09/2023,"$499,000"
1238,1238,"1006 - 1190 Pipeline Rd, Coquitlam, BC",2.0,2.0,1045 sqft,,Apartment/Condominium,2.0,"$1,867",1995.0,R2813333,Residential,Yes,$588,-,-,09/04/2024,"$885,000"
1239,1239,"2607 - 595 Austin Ave, Coquitlam, BC",1.0,1.0,522 sqft,,Apartment/Condominium,1.0,"$1,895",2022.0,R2811919,Residential,Yes,"$1,243",16/09/2023,"$640,000",04/09/2023,"$649,000"
1240,1240,"127 - 2880 Panorama Dr, Coquitlam, BC",3.0,2.0,2254 sqft,,Townhouse,2.0,"$3,110",1992.0,R2816104,Residential,Yes,$571,16/09/2023,"$1,280,000",14/09/2023,"$1,288,800"
1241,1241,"312 - 545 Foster Ave, Coquitlam, BC",2.0,2.0,912 sqft,,Apartment/Condominium,1.0,"$2,089",2013.0,R2814166,Residential,Yes,$811,16/09/2023,"$735,000",10/09/2023,"$739,900"
1242,1242,"931 Stewart Ave, Coquitlam, BC",4.0,2.0,1750 sqft,,Single Family Residence,0.0,"$4,677",1949.0,R2797013,Residential,No,$964,16/09/2023,"$1,629,000",07/07/2023,"$1,688,000"
1243,1243,"1491 Cadena Crt, Coquitlam, BC",5.0,3.0,3464 sqft,,Single Family Residence,4.0,"$5,757",2011.0,R2812702,Residential,Yes,$576,15/09/2023,"$1,998,000",04/09/2023,"$1,998,000"
1244,1244,"410 - 1200 Eastwood St, Coquitlam, BC",2.0,2.0,1088 sqft,,Apartment/Condominium,1.0,"$1,945",1994.0,R2814799,Residential,Yes,$641,15/09/2023,"$690,000",11/09/2023,"$698,000"
1245,1245,"1219 Hammond Ave, Coquitlam, BC",4.0,2.0,2304 sqft,,Single Family Residence,6.0,"$5,326",1953.0,R2795570,Residential,Yes,$824,15/09/2023,"$1,830,000",03/07/2023,"$1,899,000"
1246,1246,"1401 - 602 Como Lake Ave, Coquitlam, BC",1.0,1.0,578 sqft,,Apartment/Condominium,1.0,"$1,691",2017.0,R2804345,Residential,Yes,"$1,001",14/09/2023,"$562,500",01/08/2023,"$578,800"
1247,1247,"3 - 1320 Riley St, Coquitlam, BC",2.0,2.0,1211 sqft,,Townhouse,2.0,"$2,604",2013.0,R2809929,Residential,Yes,$784,14/09/2023,"$950,000",27/08/2023,"$950,000"
