mlsId,price,beds,baths,address,sqFt,parking,taxes,pricePerSqFt,yearBuilt,propertyType,soldDate,listingDate,listingPrice
R2891585,1619000.0,4.0,2.0,"16511 86Th Avenue, Surrey, BC, Canada",2727.0,7.0,5323.0,605.0,1992.0,SingleFamily,15/06/2024,2024-06-05,1649900.0
R2888055,742000.0,2.0,2.0,"8775 161 Street, Surrey, BC, Canada",1212.0,2.0,2767.0,617.0,2001.0,Townhouse,15/06/2024,2024-05-25,749000.0
R2873678,630000.0,2.0,2.0,"12088 75 A Avenue, Surrey, BC, Canada",963.0,1.0,2303.0,664.0,2011.0,Condo,15/06/2024,2024-04-22,639900.0
R2891140,635000.0,2.0,2.0,"19201 66 A Avenue, Surrey, BC, Canada",940.0,2.0,2248.0,659.0,2013.0,Condo,15/06/2024,2024-06-09,620000.0
R2894656,360000.0,1.0,1.0,"13883 Laurel Drive, Surrey, BC, Canada",410.0,1.0,1551.0,877.0,2013.0,Condo,15/06/2024,2024-06-12,359900.0
R2895033,750000.0,2.0,2.0,"8972 Fleetwood Way, Surrey, BC, Canada",1206.0,2.0,2411.0,580.0,1992.0,Townhouse,15/06/2024,2024-06-13,699999.0
R2884850,2049995.0,5.0,6.0,"12537 97 B Avenue, Surrey, BC, Canada",3654.0,4.0,7342.0,574.0,2017.0,SingleFamily,15/06/2024,2024-05-20,2099000.0
R2889676,814500.0,2.0,2.0,"288 171 Street, Surrey, BC, Canada",1288.0,2.0,2715.0,620.0,2016.0,Townhouse,15/06/2024,2024-06-02,799000.0
R2893365,1440000.0,4.0,3.0,"13835 66 Avenue, Surrey, BC, Canada",2455.0,5.0,4075.0,570.0,1986.0,SingleFamily,15/06/2024,2024-06-11,1399999.0
R2888993,2350000.0,3.0,4.0,"2106 Indian Fort Drive, Surrey, BC, Canada",3525.0,7.0,7595.0,708.0,2003.0,SingleFamily,15/06/2024,2024-05-28,2499000.0
R2886074,645000.0,2.0,2.0,"14980 101 A Avenue, Surrey, BC, Canada",1250.0,1.0,2138.0,519.0,1994.0,Condo,15/06/2024,2024-05-21,649900.0
R2883311,540000.0,1.0,1.0,"15765 Croydon Drive, Surrey, BC, Canada",719.0,1.0,1971.0,763.0,2009.0,Condo,15/06/2024,2024-05-14,548888.0
R2868742,616000.0,2.0,2.0,"9253 122 Street, Surrey, BC, Canada",1441.0,2.0,2085.0,436.0,1986.0,Townhouse,15/06/2024,2024-04-10,629000.0
R2882448,829000.0,2.0,2.0,"288 171 Street, Surrey, BC, Canada",1332.0,1.0,2715.0,644.0,2017.0,Townhouse,15/06/2024,2024-05-13,859000.0
R2881218,835000.0,2.0,2.0,"18939 65 Avenue, Surrey, BC, Canada",1485.0,2.0,3217.0,572.0,2000.0,Townhouse,15/06/2024,2024-05-08,849900.0
R2892172,872000.0,3.0,2.0,"18707 65 Avenue, Surrey, BC, Canada",1531.0,2.0,3126.0,566.0,1999.0,Townhouse,15/06/2024,2024-06-10,868000.0
R2892371,625000.0,2.0,2.0,"15835 85 Avenue, Surrey, BC, Canada",753.0,1.0,1346.0,795.0,2022.0,Condo,15/06/2024,2024-06-09,599000.0
R2891444,734000.0,3.0,1.0,"13880 74 Avenue, Surrey, BC, Canada",1324.0,2.0,2633.0,565.0,1979.0,Townhouse,14/06/2024,2024-06-05,749000.0
R2868957,1839000.0,6.0,3.0,"5515 183a Street, Surrey, BC, Canada",3990.0,6.0,6818.0,475.0,1987.0,SingleFamily,14/06/2024,2024-04-08,1899000.0
R2891386,550000.0,2.0,2.0,"10188 155 Street, Surrey, BC, Canada",876.0,1.0,2165.0,672.0,1997.0,Condo,14/06/2024,2024-06-04,589000.0
R2875708,920000.0,3.0,2.0,"15988 83 Avenue, Surrey, BC, Canada",1963.0,2.0,3360.0,478.0,1992.0,Townhouse,14/06/2024,2024-04-25,939900.0
R2894674,499000.0,2.0,1.0,"12110 80Th Avenue, Surrey, BC, Canada",819.0,1.0,1797.0,609.0,1994.0,Condo,14/06/2024,2024-06-12,499000.0
R2886159,775000.0,2.0,2.0,"1745 Martin Drive, Surrey, BC, Canada",1346.0,1.0,2808.0,592.0,1994.0,Condo,14/06/2024,2024-05-26,798000.0
R2888707,1525000.0,4.0,2.0,"6275 195 B Street, Surrey, BC, Canada",2214.0,6.0,4415.0,688.0,1980.0,SingleFamily,13/06/2024,2024-05-28,1525000.0
R2891708,630000.0,3.0,1.0,"13730 67 Avenue, Surrey, BC, Canada",1126.0,1.0,2563.0,577.0,1980.0,Townhouse,13/06/2024,2024-06-05,649900.0
R2891887,560000.0,2.0,2.0,"9979 140 Street, Surrey, BC, Canada",1186.0,2.0,2430.0,484.0,2000.0,Townhouse,13/06/2024,2024-06-06,575000.0
R2883505,1250000.0,4.0,1.0,"14661 107 Avenue, Surrey, BC, Canada",1993.0,4.0,4678.0,652.0,1970.0,SingleFamily,13/06/2024,2024-05-14,1299999.0
R2886171,952500.0,2.0,2.0,"3585 146 A Street, Surrey, BC, Canada",1311.0,2.0,2966.0,738.0,2020.0,Condo,13/06/2024,2024-05-21,968000.0
R2887473,948000.0,3.0,3.0,"15037 58 Avenue, Surrey, BC, Canada",2458.0,3.0,3192.0,386.0,2001.0,Townhouse,13/06/2024,2024-05-26,949800.0
R2894936,120000.0,1.0,1.0,"1653 140 Street, Surrey, BC, Canada",484.0,0.0,922.0,258.0,1990.0,Condo,13/06/2024,2024-06-13,125000.0
R2893699,890000.0,3.0,2.0,"15030 58 Avenue, Surrey, BC, Canada",1654.0,2.0,3181.0,531.0,1999.0,Townhouse,13/06/2024,2024-06-11,878788.0
