mlsId,beds,baths,address,sqFt,parking,taxes,pricePerSqFt,yearBuilt,propertyType,listingDate,listingPrice,lat,lon,addressDetails
R2902723,2,2,"530 Whiting Way, Coquitlam, BC, Canada",800.0,1,2470.0,936.0,2019.0,Condo,04/07/2024,749000.0,49.250745699999996,-122.89239576202385,"Brookmere, 530, Whiting Way, Cariboo, Coquitlam, Metro Vancouver Regional District, British Columbia, V3J 7W9, Canada"
R2902618,1,1,"525 Foster Ave, Coquitlam, BC, Canada",593.0,1,1824.0,1042.0,2020.0,Condo,04/07/2024,618000.0,49.2570445,-122.8905334251287,"Lougheed Heights Tower 2, 525, Foster Avenue, Cariboo, Coquitlam, Metro Vancouver Regional District, British Columbia, V3J 2L5, Canada"
R2902645,2,1,"460 Westview St, Coquitlam, BC, Canada",868.0,1,1922.0,686.0,1983.0,Condo,04/07/2024,596000.0,49.24872485,-122.89025365,"Pacific House, 460, Westview Street, Cariboo, Coquitlam, Metro Vancouver Regional District, British Columbia, V3K 3W5, Canada"
R2902646,2,2,"1182 Westwood St, Coquitlam, BC, Canada",861.0,2,2942.0,1113.0,2023.0,Condo,04/07/2024,959000.0,49.2836578,-122.790448,"Westwood Street, River Springs, Coquitlam, Metro Vancouver Regional District, British Columbia, V3B 7R8, Canada"
R2902169,2,2,"958 Ridgeway Ave, Coquitlam, BC, Canada",948.0,1,2347.0,843.0,2014.0,Condo,03/07/2024,799999.0,49.2496355,-122.8597099,"Ridgeway Avenue, Austin Heights, Coquitlam, Metro Vancouver Regional District, British Columbia, V3K 0A0, Canada"
R2902207,2,1,"652 Whiting Way, Coquitlam, BC, Canada",733.0,1,2510.0,993.0,2020.0,Condo,03/07/2024,728000.0,49.2571307,-122.8918917,"Whiting Way, Cariboo, Coquitlam, Metro Vancouver Regional District, British Columbia, V3J 2L5, Canada"
R2902027,4,3,"1077 Viewmount Dr, Coquitlam, BC, Canada",2305.0,0,4305.0,2125.0,1977.0,SingleFamily,03/07/2024,4900000.0,49.2756214,-122.8238048,"Viewmount Drive, Cassin, Coquitlam, Metro Vancouver Regional District, British Columbia, V3H 2L9, Canada"
R2902703,2,2,"657 Whiting Way, Coquitlam, BC, Canada",819.0,2,2713.0,975.0,2019.0,Condo,04/07/2024,799000.0,49.2572103,-122.8914477244075,"Lougheed Heights Tower 1, 657, Whiting Way, Cariboo, Coquitlam, Metro Vancouver Regional District, British Columbia, V3J 2L5, Canada"
R2901334,2,2,"2980 Atlantic Ave, Coquitlam, BC, Canada",870.0,1,1874.0,872.0,2009.0,Condo,02/07/2024,759000.0,49.2817115,-122.8005591,"Atlantic Avenue, Hoy Creek Housing Coop, Harbour Village, Coquitlam, Metro Vancouver Regional District, British Columbia, V3B 2P5, Canada"
R2902004,3,2,"1342 Cimarron Dr, Coquitlam, BC, Canada",3039.0,4,4625.0,567.0,1988.0,SingleFamily,02/07/2024,1724900.0,49.2948135,-122.797352,"Cimarron Drive, River Springs, Coquitlam, Metro Vancouver Regional District, British Columbia, V3E 2P5, Canada"
