mlsId,beds,baths,address,sqFt,parking,taxes,pricePerSqFt,yearBuilt,propertyType,listingDate,listingPrice,lat,lon,addressDetails
R2899338,5,4,"550 Richmond St, New Westminster, BC, Canada",3052.0,10,8324.0,917.0,2021,SingleFamily,26/06/2024,2799000.0,49.234563449999996,-122.89811399697831,"550, Richmond Street, Victory Heights, Massey Victory Heights, New Westminster, Metro Vancouver Regional District, British Columbia, V3N 4C3, Canada"
R2899819,3,2,"279 Furness St, New Westminster, BC, Canada",1652.0,2,4815.0,799.0,2006,SingleFamily,26/06/2024,1320000.0,49.19412495,-122.92636225,"279, Furness Street, Port Royal, Queensborough, New Westminster, Metro Vancouver Regional District, British Columbia, V3M 0B5, Canada"
R2899294,3,1,"813 Agnes St, New Westminster, BC, Canada",765.0,2,2190.0,856.0,2006,Condo,24/06/2024,655000.0,49.20254490000001,-122.91475590028301,"813, Agnes Street, Downtown, New Westminster, Metro Vancouver Regional District, British Columbia, V3L 4R6, Canada"
R2897707,2,2,"888 Carnarvon St, New Westminster, BC, Canada",779.0,0,2639.0,834.0,2009,Condo,23/06/2024,650000.0,49.2012953,-122.9132298,"A&W, 888, Carnarvon Street, Downtown, New Westminster, Metro Vancouver Regional District, British Columbia, V3M 0C6, Canada"
R2900727,3,2,"26 Royal Ave E, New Westminster, BC, Canada",1096.0,0,3373.0,866.0,2018,Condo,24/06/2024,950000.0,49.2137448,-122.89809439464418,"Royal, 26, East Royal Avenue, McBride Sapperton, New Westminster, Metro Vancouver Regional District, British Columbia, V3L 1B1, Canada"
R2898464,6,4,"314 Johnston St, New Westminster, BC, Canada",2963.0,6,6454.0,623.0,2016,SingleFamily,23/06/2024,1848000.0,49.1930183,-122.9361302,"Johnston Street, Eagle Crest Estates, Queensborough, New Westminster, Metro Vancouver Regional District, British Columbia, V3M 5B8, Canada"
R2898287,1,1,"892 Carnarvon St, New Westminster, BC, Canada",1220.0,0,5500.0,778.0,2009,Condo,23/06/2024,949900.0,49.201214,-122.913903,"892, Carnarvon Street, Downtown, New Westminster, Metro Vancouver Regional District, British Columbia, V3M 1C4, Canada"
R2898649,1,1,"225 Francis Way, New Westminster, BC, Canada",640.0,1,2017.0,914.0,2010,Condo,23/06/2024,585000.0,49.2165309,-122.9007296,"Francis Way, McBride Sapperton, New Westminster, Metro Vancouver Regional District, British Columbia, V3L 5P5, Canada"
R2899371,2,2,"12 K De K Crt, New Westminster, BC, Canada",1088.0,1,2319.0,643.0,1986,Condo,23/06/2024,699800.0,49.1988274,-122.9157718,"K de K Court, Quayside, New Westminster, Metro Vancouver Regional District, British Columbia, V3M 1E9, Canada"
R2898566,3,2,"1065 Quayside Dr, New Westminster, BC, Canada",1306.0,1,2802.0,611.0,1988,Condo,23/06/2024,799000.0,49.1992356,-122.91719425690505,"Quayside Tower 2, 1065, Quayside Drive, Quayside, New Westminster, Metro Vancouver Regional District, British Columbia, V3M 1K4, Canada"
R2897223,1,1,"988 Quayside Dr, New Westminster, BC, Canada",600.0,1,2590.0,999.0,2019,Condo,18/06/2024,599900.0,49.1990698,-122.9187015,"Quayside Drive, Quayside, New Westminster, Metro Vancouver Regional District, British Columbia, V3M 1K4, Canada"
R2896738,2,2,"83 Star Cres, New Westminster, BC, Canada",958.0,2,2137.0,688.0,1998,Condo,19/06/2024,659900.0,49.1960858,-122.92514718404762,"The Residences By The River, 83, Star Crescent, Port Royal, Queensborough, New Westminster, Metro Vancouver Regional District, British Columbia, V3M 0B5, Canada"
R2897112,3,2,"1111 Ewen Ave, New Westminster, BC, Canada",1350.0,2,3594.0,762.0,2012,Townhouse,18/06/2024,1029000.0,49.18518605,-122.95012551186477,"1111, Ewen Avenue, Queensborough, New Westminster, Metro Vancouver Regional District, British Columbia, V3M 0G2, Canada"
R2897176,1,1,"1011 4Th Ave, New Westminster, BC, Canada",686.0,1,1640.0,568.0,1976,Condo,18/06/2024,389900.0,49.2039339,-122.928287,"4th Avenue, Brow of the Hill, New Westminster, Metro Vancouver Regional District, British Columbia, V3M 1R2, Canada"
R2896996,2,2,"898 Carnarvon St, New Westminster, BC, Canada",1191.0,1,3357.0,654.0,2009,Condo,18/06/2024,779900.0,49.2030479,-122.9108495,"Carnarvon Street, Downtown, New Westminster, Metro Vancouver Regional District, British Columbia, V3M 6G3, Canada"
R2893937,2,1,"200 Keary St, New Westminster, BC, Canada",820.0,1,2014.0,724.0,2009,Condo,11/06/2024,594000.0,49.2253349,-122.8903601,"Fraser North Nephrology, 200, Keary Street, Sapperton, McBride Sapperton, New Westminster, Metro Vancouver Regional District, British Columbia, V3L 0H4, Canada"
R2895726,2,2,"988 Quayside Dr, New Westminster, BC, Canada",889.0,1,3167.0,955.0,2019,Condo,16/06/2024,849000.0,49.1990698,-122.9187015,"Quayside Drive, Quayside, New Westminster, Metro Vancouver Regional District, British Columbia, V3M 1K4, Canada"
R2895315,2,2,"1 Renaissance Sq, New Westminster, BC, Canada",924.0,1,2584.0,719.0,2008,Condo,12/06/2024,664900.0,49.1997865,-122.92409520861027,"Q at Westminster Quay, 1, Renaissance Square, Quayside, New Westminster, Metro Vancouver Regional District, British Columbia, V3M 2A5, Canada"
R2893991,1,1,"1 Renaissance Sq, New Westminster, BC, Canada",737.0,2,2211.0,793.0,2009,Condo,11/06/2024,585000.0,49.1997865,-122.92409520861027,"Q at Westminster Quay, 1, Renaissance Square, Quayside, New Westminster, Metro Vancouver Regional District, British Columbia, V3M 2A5, Canada"
R2894896,3,2,"843 Ewen Ave, New Westminster, BC, Canada",1478.0,2,4021.0,709.0,2019,Townhouse,13/06/2024,1048000.0,49.18762975,-122.94405066963895,"843, Ewen Avenue, Eagle Crest Estates, Queensborough, New Westminster, Metro Vancouver Regional District, British Columbia, V3M 5B8, Canada"
R2893221,6,4,"1411 Salter St, New Westminster, BC, Canada",2449.0,5,5934.0,694.0,2018,SingleFamily,11/06/2024,1699999.0,49.1791472,-122.9554474,"Salter Street, Queensborough, New Westminster, Metro Vancouver Regional District, British Columbia, V3M 6E7, Canada"
R2894220,1,1,"1 Renaissance Sq, New Westminster, BC, Canada",737.0,1,2149.0,759.0,2008,Condo,11/06/2024,559800.0,49.1997865,-122.92409520861027,"Q at Westminster Quay, 1, Renaissance Square, Quayside, New Westminster, Metro Vancouver Regional District, British Columbia, V3M 2A5, Canada"
